Source,Date,Text,Sentiment,Score,Confidence,Type
Yahoo,2024-10-30,same for the nvidia chips folks btw,Neutral,0,0.9998706579208374,Main
Yahoo,2024-10-30,Just beating it isn’t good enough anymore,Positive,1,0.9950799942016602,Main
Yahoo,2024-10-30,"If there was an actual SEC, trading would be halted and manipulators would be taken away in handcuffs.",Neutral,0,0.9160262942314148,Main
Yahoo,2024-10-30,"reasons for drop?  

profit taking

good ER is already priced in, will trade lower and side way after election 

you will find a better entry point my friend",Neutral,0,0.5545791983604431,Main
Yahoo,2024-10-30,If it&#39;s red tomorrow I&#39;m adding more. Wow,Neutral,0,0.994231641292572,Main
Yahoo,2024-10-30,No reason for such a drop.,Neutral,0,0.8226521015167236,Main
Yahoo,2024-10-30,What was bad in earnings please explain?🤯🤕,Negative,-1,0.9551152586936951,Main
Yahoo,2024-10-30,What is pelosi doing?,Neutral,0,0.9982865452766418,Main
Yahoo,2024-10-30,"profit taking will continue till next week, bearish for the next few days",Neutral,0,0.9834021329879761,Main
Yahoo,2024-10-30,Will never sell msft.,Negative,-1,0.6644070148468018,Main
Yahoo,2024-10-30,No doubt great opportunity to buy more. No solid reason for decline . It’s just temporary reaction,Positive,1,0.8807179927825928,Main
Yahoo,2024-10-30,Just look at all the mag 7. Only story in town is MAG 7 BEATS( TO COME).Wall Street really wants to find a reason to GO down.....This is what I think,Neutral,0,0.9997063279151917,Main
Yahoo,2024-10-30,Josephson where are u man!!!,Neutral,0,0.999761164188385,Main
Yahoo,2024-10-30,"I think the Wall Street will take a big dive after AMZN reports tomorrow....it is ready for one big shocker...what say you all....I mean, we got good earnings but only from Mag 7, so back to the old story.....only MAG will survive",Positive,1,0.9998816251754761,Main
Yahoo,2024-10-30,are you kidding me ?,Neutral,0,0.9873005747795105,Main
Yahoo,2024-10-30,Can’t wait to add more here. Earnings was solid and MSFT continues to be a leader. Long and strong baby!!!!!,Positive,1,1.0,Main
Yahoo,2024-10-30,Sell covered calls. We know it’s not goi g higher anytime soon,Neutral,0,0.5974586606025696,Main
Yahoo,2024-10-30,y th f is it down $15 in AH trading when they beat by 20 cents eps,Positive,1,0.7452282309532166,Main
Yahoo,2024-10-30,"WOAH. NOW,!! ALMOST 16$ DOWN AFTER MARKET,  WTH HAPPEN,  WITH CONFERENCE CALL!!😬😵‍💫😡😤",Neutral,0,0.9970453381538391,Main
Yahoo,2024-10-30,the mkt is nowalways has been and will continue to beguess what,Neutral,0,0.9952119588851929,Main
Yahoo,2024-10-30,"With respect to guidance, Satya and Amy said &#34;Outside suppliers are late in delivering data center infrastructure to Microsoft&#34;. &#34; Demand continues to be higher than our available capacity&#34;.",Positive,1,0.9975789189338684,Main
Yahoo,2024-10-30,"I bought Msft shares at $32 right after the Lehman Brothers collapse and have been adding a little whenever the price drops. Microsoft will never disappoint, so don’t worry too much. It is a great opportunity to buy more at a lower price.",Positive,1,0.9998252987861633,Main
Yahoo,2024-10-30,Seems like a trend for weaker guidance from many companies so far - I wonder if it’s due to possible business spending put on hold until after elections.,Negative,-1,0.9999136924743652,Main
Yahoo,2024-10-30,Outrageous. I’m ruined.,Neutral,0,0.9982871413230896,Main
Yahoo,2024-10-30,hope the share price stays at the $417 level or lower i want to buy a lot more!,Neutral,0,0.98813396692276,Main
Yahoo,2024-10-30,I made sure I bought this by selling other stocks as I am confident this will get to 440+ tomorrow. It is just profit taking and shorts scaring longs.Am I talking like a newbie?,Neutral,0,0.9171391725540161,Main
Yahoo,2024-10-30,Dude is unhinged and bat — crazy! Definitely eating to many McDonald’s hamburgers,Negative,-1,0.9305837154388428,Main
Yahoo,2024-10-30,If trump is elected lord help our nation!!!,Neutral,0,0.9950386881828308,Main
Yahoo,2024-10-30,390 ladies,Neutral,0,0.9978146553039551,Main
Yahoo,2024-10-30,Didn&#39;t GOOG take an ear inside hit and has been clawing it&#39;s way back?,Neutral,0,0.9314306378364563,Main
Yahoo,2024-10-30,Markets are manipulated big time no reason this shouldn’t be higher ! Bull——! That’s my call,Neutral,0,0.9842957258224487,Main
Yahoo,2024-10-30,Holy Molly !,Neutral,0,0.9891085624694824,Main
Yahoo,2024-10-30,What happened here?  Earning s were great,Positive,1,0.9968292117118835,Main
Yahoo,2024-10-30,I begged you to sell before earnings.,Neutral,0,0.9685057401657104,Main
Yahoo,2024-10-30,"This “over-deliver, under-promise” talk is all nonsense. MSFT is horrendous so stop pretending like it’s AAPL.",Neutral,0,0.9824223518371582,Main
Yahoo,2024-10-31,"Trading at 33.5X forward PE with growth rate of 13%. Gee, should I buy up here? NOT!",Neutral,0,0.9994981288909912,Main
Yahoo,2024-10-30,"Market will be green tomorrow because that’s just how it is, Microsoft will only be down like eight dollars 👍",Negative,-1,0.7393965721130371,Main
Yahoo,2024-10-31,"Should close that gap at $405 if not tomorrow, easily in the next 2-3 trading days. Quite frankly, the guidance showed overall growth stalled out. It doesn’t deserve to be trading at 33.5X forward PE growing 13%. Sorry, it just doesn’t",Negative,-1,0.9936256408691406,Main
Yahoo,2024-10-30,Looks like it&#39;ll hit 225 by end of year.,Neutral,0,0.9970318078994751,Main
Yahoo,2024-10-30,The numbers are really good. But very bad earnings call delivery. The tone makes the music.,Positive,1,0.9999971389770508,Main
Yahoo,2024-10-30,I agree. It will close in the green tomorrow.,Neutral,0,0.9999923706054688,Main
Yahoo,2024-10-30,Stock crashing to lows not seen since last Thursday,Negative,-1,0.9999504089355469,Main
Yahoo,2024-10-30,It’s a garbage and can not hold its value,Neutral,0,0.9854545593261719,Main
Yahoo,2024-10-30,Enviable AI? I have been testing co-pilot for the past 6 months and I am happy to report that is as useless as a screen door on a sub.,Positive,1,0.9998735189437866,Main
Yahoo,2024-10-30,Who bought my 2300 at 438.11 ?,Neutral,0,0.9998108744621277,Main
Yahoo,2024-10-30,Must have been a horrible conference call!,Neutral,0,0.9991543292999268,Main
Yahoo,2024-10-30,Congrats those who dumped at 442 AH,Neutral,0,0.9947012662887573,Main
Yahoo,2024-10-30,tutes are buying hand over fist in the AH.  you don&#39;t want to look back on this moment years from now and wish that you hadn&#39;t panic sold.  Instead just don&#39;t panic sell.,Neutral,0,0.9992572665214539,Main
Yahoo,2024-10-31,Just hang tight. I’ve owned this for years. Probably the best company in the world. This to shall pass.,Positive,1,0.9393494129180908,Main
Yahoo,2024-10-30,Under promise overdeliver on guidance it as old as the hills.,Negative,-1,0.8215084075927734,Main
Yahoo,2024-10-30,drop more so i can load more,Neutral,0,0.9902064204216003,Main
Yahoo,2024-10-30,Patience 👍🏻,Neutral,0,0.4050556719303131,Main
Yahoo,2024-10-30,Back to 300 range,Neutral,0,0.9971079230308533,Main
Yahoo,2024-10-30,Weak guidance simple as that,Negative,-1,0.9999996423721313,Main
Yahoo,2024-10-30,mommy,Neutral,0,0.9881622195243835,Main
Yahoo,2024-10-30,"Don&#39;t fight the tape you will always regret, let her go peacefully  to test $398.",Neutral,0,0.9999384880065918,Main
Yahoo,2024-10-30,"On the 1 year chart, this is basically support.  I&#39;d be panic buying here because the rally up to new highs will be epic and fast.  Tomorrow&#39;s going to end up green after the market digests the results.",Neutral,0,0.9940007328987122,Main
Yahoo,2024-10-30,Markets spooked until after the election.  Waiting to see if Harris gets in and raises corporate taxes.,Negative,-1,0.9986891150474548,Main
Yahoo,2024-10-30,Markets are absurd!! They beat all estimates but tanked? Explain that geniuses.,Positive,1,0.9999557733535767,Main
Yahoo,2024-10-30,Every time she talks stk goes down.,Neutral,0,0.9992837309837341,Main
Yahoo,2024-10-30,MSFT forecast g slower growth and higher capital expenditures. We will test $400 imho.,Negative,-1,0.9969620108604431,Main
Yahoo,2024-10-30,?? Back to $300?,Neutral,0,0.9989217519760132,Main
Yahoo,2024-10-30,Flawless earnings report. Amy always lowballs guidance. Buy more if its down tomorrow.,Negative,-1,0.999948263168335,Main
Yahoo,2024-10-30,Joking,Neutral,0,0.9960297346115112,Main
Yahoo,2024-10-30,META is down less than MSFT today,Negative,-1,0.998116135597229,Main
Yahoo,2024-10-30,What a joke,Neutral,0,0.9970694184303284,Main
Yahoo,2024-10-30,"Dang Down almost $20!!Hopefully, they have or will announce a big buyback?",Neutral,0,0.9963051080703735,Main
Yahoo,2024-10-30,I’ll sell covered calls if it going to free fall. Lol,Neutral,0,0.9977900981903076,Main
Yahoo,2024-10-30,This thing is getting clobbered. I wanna buy more but I have no idea what’s going on.,Neutral,0,0.9933799505233765,Main
Yahoo,2024-10-30,A couple of days if not tomorrow it will be right back up.,Neutral,0,0.9999046325683594,Main
Yahoo,2024-10-30,"Would, could, and should have&#39; don’t help. Given that MSFT&#39;s stock is dropping sharply despite a good earnings report, consider buying more when the price gets cheaper. This strategy can be effective in lowering your average purchase cost.
Another lifetime opportunity is coming.",Positive,1,0.9996763467788696,Main
Yahoo,2024-10-30,Lower than expected revenue guidance on the call..,Negative,-1,0.9999997615814209,Main
Yahoo,2024-10-30,"Ouch, looks like this party is over.",Neutral,0,0.9783824682235718,Main
Yahoo,2024-10-30,What&#39;s going on? all the sudden it falls. Anyone knows?,Neutral,0,0.9765531420707703,Main
Yahoo,2024-10-30,"Sell the news, greatest bubble of all time about to end in crash…",Neutral,0,0.6186894178390503,Main
Yahoo,2024-10-30,Techs going down is good for Trump win. Trump will cut the red tape and save the tech stocks.,Positive,1,0.9998621940612793,Main
Yahoo,2024-10-30,What did they say on the conf call?? Must have said something stupid or on purpose to get better buy price??,Neutral,0,0.812282919883728,Main
Yahoo,2024-10-30,I am sure there will be many downgrades…,Neutral,0,0.7031562924385071,Main
Yahoo,2024-10-30,Bloodbath for MSFT….. rough year for this company compared to others….,Neutral,0,0.9998515844345093,Main
Yahoo,2024-10-30,"Listening to the earnings call, this CEO should spend some time with Elon Musk and learn something from him on what to say during the earnings call. It seams like he is talking to his best friend.",Neutral,0,0.9999641180038452,Main
Yahoo,2024-10-30,CNBC is saying the drop is on disappointing revenue guidance.,Negative,-1,0.9999998807907104,Main
Yahoo,2024-10-30,Time to load up....,Neutral,0,0.9999439716339111,Main
Yahoo,2024-10-30,"BTW, what was the guidance?",Neutral,0,0.9995723366737366,Main
Yahoo,2024-10-30,Great report. Freeing up more funds for more shares,Positive,1,0.5377199053764343,Main
Yahoo,2024-10-30,Glad I bought all those puts today! 🥳🎉,Neutral,0,0.9999064207077026,Main
Yahoo,2024-10-30,WTH happened?,Neutral,0,0.9986175298690796,Main
Yahoo,2024-10-30,Keep selling will take more cheap shares boy sheep will be sheep nothing new.,Neutral,0,0.9895884990692139,Main
Yahoo,2024-10-30,The SEC needs to investigate this manipulation of MSFT&#39;sstock.,Neutral,0,0.9958130717277527,Main
Yahoo,2024-10-30,Wow!!,Neutral,0,0.9954280853271484,Main
Yahoo,2024-10-30,"After the release, I said wait for the conf. call. Always wait for the conf. Call",Neutral,0,0.9997264742851257,Main
Yahoo,2024-10-30,"it looks Iike every tech stock or consequential  stock is being attacked    the hope is nov the best 
mnth of the yr will be better",Positive,1,0.9975429773330688,Main
Yahoo,2024-10-30,388.00 tomorrow,Neutral,0,0.9999291896820068,Main
Yahoo,2024-10-30,What just happened?!,Negative,-1,0.8095094561576843,Main
Yahoo,2024-10-30,Msft $15 drop after hour is a bargain based on the earning report today. I bought some.,Neutral,0,0.9952670335769653,Main
Yahoo,2024-10-30,"Msft is by far, by far, my worst investment ytd.",Negative,-1,0.9997168183326721,Main
Yahoo,2024-10-30,as they say .............only in America,Neutral,0,0.9992802739143372,Main
Yahoo,2024-10-30,460$ in making💥,Neutral,0,0.9996370077133179,Main
Yahoo,2024-10-30,Wall Street creed . The Msft bets their earnings how ever goes down $18 . As I told everyone yesterday and the day before yesterday and to day and tomorrow Msft can not hold its value anymore . Mark my word and don’t waste your money here,Negative,-1,0.9433466196060181,Main
Yahoo,2024-10-30,I told you guidance was going to turn this red the reverse of previous quarters.,Neutral,0,0.5755674242973328,Main
Yahoo,2024-10-30,Crooks knew about this weeks and weeks ago.I warned you about this action remember ?I told you they know something that is why it is up 5 dollars in am and red by pm.,Neutral,0,0.7653707265853882,Main
Yahoo,2024-10-30,Will close around $ 407 AH tonight mark this post.,Neutral,0,0.9999958276748657,Main
Yahoo,2024-10-30,The End,Neutral,0,0.999995231628418,Main
Yahoo,2024-10-30,Don&#39;t care what the market is doing. I am very happy with the report.,Positive,1,0.9999990463256836,Main
Yahoo,2024-10-30,"Just giving away free shares at this point, thanks guys",Neutral,0,0.9915074110031128,Main
Yahoo,2024-10-30,I told you to get out before earnings and you scoffed and bought call options.,Neutral,0,0.9998537302017212,Main
Yahoo,2024-10-30,I said 394,Neutral,0,0.9972915053367615,Main
Yahoo,2024-10-30,I questioned if the  run up was a setup  to give it back when earnings were released. Guess it was.,Neutral,0,0.5011760592460632,Main
Yahoo,2024-10-30,"Patience will be well rewarded. This will be taken higher soon. One of best, safest stocks in the world. Money machine.",Positive,1,1.0,Main
Yahoo,2024-10-30,Im just here to laugh at all the crying! MSFT has been good to me! Long and strong!,Positive,1,1.0,Main
Yahoo,2024-10-30,Down $20. So what took this stock from up $12 to down $20. Great quarter but obviously some bad news at the conference call.,Negative,-1,0.9999951124191284,Main
Yahoo,2024-10-30,I take it guidance was not loved,Negative,-1,0.7059533596038818,Main
Yahoo,2024-10-30,"No upside left, so it&#39;s POUNDTOWN downtown!    Aww yeah!",Neutral,0,0.9993582367897034,Main
Yahoo,2024-10-30,OmG! Msft Roku meta are down hard indicating the market correction starting tomorrow,Negative,-1,0.9941105246543884,Main
Yahoo,2024-10-30,I told you repeatedly that there was a reason for thee pump and dumps 7  out of 8 days in a row.Like clockwork I told you remember ?Now you see I know what I am talking about.,Neutral,0,0.9731449484825134,Main
Yahoo,2024-10-30,Buffet is saying sell MSFT and buy AAPL before the earnings,Neutral,0,0.9971653819084167,Main
Yahoo,2024-10-30,Chapter 11?,Neutral,0,0.5369947552680969,Main
Yahoo,2024-10-30,Down $18 from up $12. Wow!,Negative,-1,0.9997366070747375,Main
Yahoo,2024-10-30,Wow… getting killed,Neutral,0,0.6576415300369263,Main
Yahoo,2024-10-30,"Sell the rip, buy the dip.",Negative,-1,0.5901504755020142,Main
Yahoo,2024-10-30,Warned all 2 hour ago,Negative,-1,0.9978957176208496,Main
Yahoo,2024-10-30,Who warned you repeatedly earlier today ?I did !,Negative,-1,0.709028422832489,Main
Yahoo,2024-10-30,Seem like we are going to revisit $ 398.,Neutral,0,0.9957625269889832,Main
Yahoo,2024-10-30,My God what happened,Negative,-1,0.6967019438743591,Main
Yahoo,2024-10-30,What just happened?,Negative,-1,0.8095094561576843,Main
Yahoo,2024-10-30,We should get some upgrades next week....,Neutral,0,0.9999620914459229,Main
Yahoo,2024-10-30,"Who warned you earlier today ?I did ?Computer discount Warehouse (cdw) largest commercial seller of Pc&#39;s and Servers is crashing 10% on earnings miss and warning.Chipmaker Qorvo is down 26% on disappointing earnings.AMD who makes chips for Pc&#39;s and server is tanking huge.Nvidia, Applied materials, memory maker Micron, and broadcom are all selling off.This does not bode well for Msft earnings tonight.",Negative,-1,0.9999935626983643,Main
Yahoo,2024-10-30,Forget the open bar at the wedding. Now it’s generic beer and Faygo soda. Just great,Positive,1,0.9975518584251404,Main
Yahoo,2024-10-30,past 5 days we are up $8.00 that&#39;s great...,Positive,1,0.9991050362586975,Main
Yahoo,2024-10-30,No big news on the call?,Neutral,0,0.9888080954551697,Main
Yahoo,2024-10-30,Meta dragging everyone down,Negative,-1,0.9992765784263611,Main
Yahoo,2024-10-30,"Alright MSFT, You can go back up now!",Neutral,0,0.9912118315696716,Main
Yahoo,2024-10-30,Stop trying to be 1-minute stock players.  This can be down $5 and then up $25 tomorrow.  The BIG BOYS will move it around.  The longer trend is UPWARD.,Neutral,0,0.8841489553451538,Main
Yahoo,2024-10-30,So much negativity everywhere. It’s just out of control. Good results don’t get rewarded.,Negative,-1,0.9946711659431458,Main
Yahoo,2024-10-30,Why it going down,Negative,-1,0.7302849888801575,Main
Yahoo,2024-10-30,Rubbish stock,Neutral,0,0.9991318583488464,Main
Yahoo,2024-10-30,So no one won or lost 😭😂 should of did a iron butterfly,Neutral,0,0.998745322227478,Main
Yahoo,2024-10-30,why is it red?,Neutral,0,0.6112807989120483,Main
Yahoo,2024-10-30,all your calls are trashed,Neutral,0,0.9998007416725159,Main
Yahoo,2024-10-30,Why&#39;s it red?,Neutral,0,0.98512864112854,Main
Yahoo,2024-10-30,This will be up more than $14 tomorrow,Neutral,0,0.754201352596283,Main
Yahoo,2024-10-30,"This is down because MM short it AH with low volume, thus reducing price more easily, and they do it because they don’t want their shares don’t get called away on Friday. Don’t sell and you’ll be fine in a few days.",Neutral,0,0.7624869346618652,Main
Yahoo,2024-10-30,Give this another minutes.,Neutral,0,0.9996943473815918,Main
Yahoo,2024-10-30,Very dishonest market,Neutral,0,0.9985118508338928,Main
Yahoo,2024-10-30,IT proves once again that earnings has nothing todo with ppsits what the controllers decide and the best part is ..............its legal,Neutral,0,0.9898030757904053,Main
Yahoo,2024-10-30,Nice bounce back for the tech sector tomorrow!,Positive,1,0.9999935626983643,Main
Yahoo,2024-10-30,ITS DOWN ....................YEAnow it changes from manipulation toCORRUPTIONLOVE THE MKT,Neutral,0,0.9992163181304932,Main
Yahoo,2024-10-30,How is this negative?,Negative,-1,0.9952594637870789,Main
Yahoo,2024-10-30,"No question if not tomorrow, this will be down over the next two weeks to under $400. Yes, I said it, under $400",Negative,-1,0.5024522542953491,Main
Yahoo,2024-10-30,"Pretty sad, been dead money for 6 months",Negative,-1,0.6058394312858582,Main
Yahoo,2024-10-30,grifters in controlsome things never change,Negative,-1,0.7249659299850464,Main
Yahoo,2024-10-30,This is ridiculous!,Negative,-1,0.7854714393615723,Main
Yahoo,2024-10-30,come on guys let&#39;s paper hand this,Neutral,0,0.9997155070304871,Main
Yahoo,2024-10-30,This will be down tomorrow !!!!!!,Neutral,0,0.8850283026695251,Main
Yahoo,2024-10-30,Meta folks headed over,Neutral,0,0.9988310933113098,Main
Yahoo,2024-10-30,"META is going to spend more money , that is why the stock is low..else the market should have turned full green..and I think it will turn green soon.",Neutral,0,0.9968863129615784,Main
Yahoo,2024-10-30,Great earnings not even 1% up,Positive,1,0.9973264932632446,Main
Yahoo,2024-10-30,Look at all these people who bought right before the earnings hoping for a jump in price.This is their faces now:,Neutral,0,0.9987823367118835,Main
Yahoo,2024-10-30,PE Ratio (TTM)36.69,Neutral,0,0.9999617338180542,Main
Yahoo,2024-10-30,we need some bagholders,Neutral,0,0.9937094449996948,Main
Yahoo,2024-10-30,"It&#39;s up $3 on a stellar ER, whoopee!",Positive,1,0.7139313817024231,Main
Yahoo,2024-10-30,"Feel like going to  be kind of flat for the next week (elections, etc.).. opp to add more..",Neutral,0,0.9762440919876099,Main
Yahoo,2024-10-30,"Remember that the move up will happen gradually over time, not a spike up.  The traders will move it around in the after hours.  The large institutional INVESTORS will move it up steadily during normal trading hours.",Neutral,0,0.9996638298034668,Main
Yahoo,2024-10-30,Msft is just at its ceiling. Nowhere left to go on the upside.,Positive,1,0.6596814393997192,Main
Yahoo,2024-10-30,This is now earmarked forDisposal. Deep down you know I am right don’t you.,Neutral,0,0.9989001750946045,Main
Yahoo,2024-10-30,If it was good news in this bubble market this would be up 30 points,Positive,1,0.927808403968811,Main
Yahoo,2024-10-30,This should be up huge,Positive,1,0.9996906518936157,Main
Yahoo,2024-10-30,We love MSFT now and into the far future. Don&#39;t let anyone dissuade you from the greatest investment possibly of all time.,Positive,1,0.9725849032402039,Main
Yahoo,2024-10-30,should be 450 by now,Neutral,0,0.9999154806137085,Main
Yahoo,2024-10-30,"Who cares about earnings right now and results, its all about election now. Just look at google today, keep dreaming about going up this week, more like flat",Neutral,0,0.9990614056587219,Main
Yahoo,2024-10-30,"Wow nutbuster earnings and it&#39;s barely up 2% for shame, shame. not a nut between y&#39;all to hold this gem.",Neutral,0,0.9991149306297302,Main
Yahoo,2024-10-30,STAY long my friends? Crack open a cold one and be Glad you don’t own SMCI!!,Neutral,0,0.9999123811721802,Main
Yahoo,2024-10-30,Please cue the “Ain’t no stopping us now” song please,Neutral,0,0.9990854263305664,Main
Yahoo,2024-10-30,Does &#34;Party is Finally Over&#34; work for the circus?,Neutral,0,0.9998220801353455,Main
Yahoo,2024-10-30,$450 tomorrow?,Neutral,0,0.9998525381088257,Main
Yahoo,2024-10-30,What’s going on,Neutral,0,0.9983615279197693,Main
Yahoo,2024-10-30,What’s it gonna look like for the next 24 hours? Do you figure,Neutral,0,0.9997909665107727,Main
Yahoo,2024-10-30,tomorrow up big,Positive,1,0.8998580574989319,Main
Yahoo,2024-10-30,nice beat!,Positive,1,1.0,Main
Yahoo,2024-10-30,"Microsoft exceeded expectations in its first fiscal quarter (July-September) with $65.6 billion in revenue, surpassing the forecasted $64.51 billion. Earnings per share reached $3.30, above the anticipated $3.11. Azure led growth with a 34% increase, driving Intelligent Cloud revenue up 20% to $24.09 billion. The Productivity and Business Processes segment, including Office and security services, rose 12% year-over-year to $28.32 billion.",Positive,1,1.0,Main
Yahoo,2024-10-30,Everyone waiting for earnings call I guess,Neutral,0,0.9992501139640808,Main
Yahoo,2024-10-30,split needed,Neutral,0,0.9860660433769226,Main
Yahoo,2024-10-30,Same ol ah action,Neutral,0,0.9983267188072205,Main
Yahoo,2024-10-30,"Congrats longs, we did it",Neutral,0,0.9886996150016785,Main
Yahoo,2024-10-30,Tomorrow will plunge 3-5%,Neutral,0,0.974087655544281,Main
Yahoo,2024-10-30,"why up only a toomey, they beat by 20cents",Positive,1,0.9821217060089111,Main
Yahoo,2024-10-30,"Azure revenue up 22%  YOY , overall good results",Positive,1,1.0,Main
Yahoo,2024-10-30,Microsoft adding 10 to 20% of balance sheet to Bitcoin.,Neutral,0,0.9999947547912598,Main
Yahoo,2024-10-30,Google taking cloud ☁️ market share,Positive,1,0.9970180988311768,Main
Yahoo,2024-10-30,$399 then 335 then 285 !!,Neutral,0,0.999402642250061,Main
Yahoo,2024-10-30,LFG,Neutral,0,0.9989967942237854,Main
Yahoo,2024-10-30,Excellent earnings. CC will be stellar. Happy MSFT shareholder. Bashers are losers. 😎,Positive,1,1.0,Main
Yahoo,2024-10-30,Ath,Neutral,0,0.8329746723175049,Main
Yahoo,2024-10-30,Fading fast 💨 now you know why it has been pumped and dumped for weeks,Negative,-1,0.8128060698509216,Main
Yahoo,2024-10-30,already went up before earnings they’ll sell it off,Neutral,0,0.989997386932373,Main
Yahoo,2024-10-30,Buffet say sell! Sell! Sell MSFT and buy AAPL before the earnings,Neutral,0,0.9387729167938232,Main
Yahoo,2024-10-30,Down,Negative,-1,0.84467613697052,Main
Yahoo,2024-10-30,This thing is all over the place,Neutral,0,0.9993182420730591,Main
Yahoo,2024-10-30,Down now!,Neutral,0,0.8887345194816589,Main
Yahoo,2024-10-30,"As I said, wait for the conf. call",Neutral,0,0.9984661340713501,Main
Yahoo,2024-10-30,Congrats up huge AH,Positive,1,0.5823095440864563,Main
Yahoo,2024-10-30,Wow…. Bad quarter I guess…,Negative,-1,0.9993816614151001,Main
Yahoo,2024-10-30,You sure!!!,Neutral,0,0.7245882153511047,Main
Yahoo,2024-10-30,"mild beat all around, mellow increase after hours so far at $439 area",Negative,-1,0.7689188122749329,Main
Yahoo,2024-10-30,They need to announce a 4:1 split so more people can afford to buy it!!,Neutral,0,0.9998268485069275,Main
Yahoo,2024-10-30,Meta tanking and I bet you go red too on guidance.,Neutral,0,0.9844018816947937,Main
Yahoo,2024-10-30,Easy money,Neutral,0,0.9959003329277039,Main
Yahoo,2024-10-30,"mmmmm, feels like red soon",Positive,1,0.9992200136184692,Main
Yahoo,2024-10-30,"$500 EOY, easy!🦾",Neutral,0,0.9998879432678223,Main
Yahoo,2024-10-30,"Dear Yahoo, why did you just delete my post which said only, &#34;thank you very much?&#34;",Neutral,0,0.9996067881584167,Main
Yahoo,2024-10-30,Will be bad for Nvda if it goes down,Negative,-1,0.9999891519546509,Main
Yahoo,2024-10-30,So undervalued!,Positive,1,0.9999916553497314,Main
Yahoo,2024-10-30,"Wow, the earnings can’t be any better.",Negative,-1,0.9999521970748901,Main
Yahoo,2024-10-30,"Conference Call, Conference Call, Conference Call!!!!!",Neutral,0,0.9981518387794495,Main
Yahoo,2024-10-30,Huge beat on all fronts. Should be up 5-10% tomorrow,Positive,1,0.9999998807907104,Main
Yahoo,2024-10-30,Ai is not making money?,Neutral,0,0.9942967295646667,Main
Yahoo,2024-10-30,Now over 100B annually for evenue in Intelligent Cloud.,Neutral,0,0.9998272061347961,Main
