Source,Date,Text,Sentiment,Score,Confidence,Type
Yahoo,2024-10-28,"hopefully we can close above $17 ... my institutional buds have trimmed 50% of the position ... ugh, i still have full position. Anyone keeping full position into earnings here around $17? I own in the 9&#39;s",Neutral,0,0.9978815913200378,Main
Yahoo,2024-10-28,I and I alone give you the plays to make money daily.  Remember that.  I do not have to,Neutral,0,0.9964185953140259,Main
Yahoo,2024-10-28,"My experience has made me a lot here.I said weeks ago this stock was being accumulated.  I said when the volume dries up the stock drops.  I said all you had to do was see pops were being hit and the stock was closing closer to the low of day than the high.  Amateurs bought into that.  Sharks sold and shorted.  The key is to make money both sides.  Long and short.  Now you must wait for earnings to see if it climbs.  While that happens, you will lose money daily while I make money daily.  I said before bell opened after today, there isn&#39;t going to be anymore morning pop tomorrow.. todays pop was short lived and did not last long at all.  So short overnight and feel great.",Neutral,0,0.8215704560279846,Main
Yahoo,2024-10-28,"8 of 10 last days ended redthis is close to over if not today, buy now....",Neutral,0,0.9999020099639893,Main
Yahoo,2024-10-28,I have nailed this like the pro that i am,Neutral,0,0.9976708292961121,Main
Yahoo,2024-10-28,15 is a fair price.  Not on fundamentals but on hope they get scraps from AI table,Neutral,0,0.9999790191650391,Main
Yahoo,2024-10-28,For last two weeks.  Every pop is faded.  Smart money knows what to do.I am telling you all what to do daily.  So much money being made.Cohr is a beast.  Bought it lower,Neutral,0,0.9992522597312927,Main
Yahoo,2024-10-28,The top is clearly in.  Short it now.  Sell and short it,Neutral,0,0.9995688796043396,Main
Yahoo,2024-10-28,Looks like i nailed this trade again.It will pop in morning and sell off later in morning.  So sell when i say and then short it.  I do not think tomorrow will be a pop in morning so do not cover end of day like i have been telling.   For low IQ types.  Sell when i say to.  Short when i say toThe goal is to make money daily.,Neutral,0,0.999512791633606,Main
Yahoo,2024-10-25,Hey bubbles I bought thousands of shares of COHR at $32.  Have a triple now.  I noticed you quit talking about it because you never owned it just like your fake AAOI trades. 😂 lol 😂,Neutral,0,0.9994899034500122,Main
Yahoo,2024-10-25,"Lazz I bet is so jealous of me.  I mean I am sure he is going to post about AMD ten years ago.  Muting low intelligent losers is ideal for someone like me.  Winners should only be posting with other winners.  The sad part is, I tell you all what to do and so far my calls are so on point.  Now I will be humble and allow you all to realize your losses this week while I go have a cocktail and laugh",Neutral,0,0.8689671158790588,Main
Yahoo,2024-10-25,"I hope that one fool learned a lesson. When the volume goes after a massive run,, the stock ALWAYS retreats. I stand by my call of 15s soon. The trend is down. Just like I said. The only way to make money on this is to trade it. Long and short.This was a horrible week if a long. The chart is saying it wants to go lower and any pop brings an onslaught of sellers.   Black Rock finished accumulating (just like I said) and now there is no buying pressure to keep these prices up.  I am the only one on these boards that is given advice to make money.  The rest of you act like uneducated rabble.  What is the goal?  To make money daily.",Positive,1,0.531798243522644,Main
Yahoo,2024-10-25,Thats one mighty drop.  Look at that color.  Love the color of red!!!!!!!!!How many this weekend wil be thinking about how much money I made this week on AAOI?  I won&#39;t be thinking about how much you lost,Neutral,0,0.990970253944397,Main
Yahoo,2024-10-25,So many got jealous and so many got muted.  Look at the chart now.  All pops are getting HIT,Neutral,0,0.9985859394073486,Main
Yahoo,2024-10-25,"I said before when the volume goes.  Longs need to sell.  Low volume takedowns are so easy.  Again, you all are so amateur.  The volume is GONE.  That one fool said it is good when there is no volume.  Yeah from 20;30 to 17s and going lower.  You guys need to read many more books.  When volume goes after accumulation phase (I said numerous times) the stock goes LOWER.You all need to start thanking me for giving  you free advice.   I am the only one that posts messages that make you all money.  FACT.  I don&#39;t need to live in the past.  I live in the now.  Goal is to make money every day.",Positive,1,0.6170389652252197,Main
Yahoo,2024-10-25,This is not going higher until earnings justify it.   Clowns can&#39;t see a pattern,Neutral,0,0.9664928317070007,Main
Yahoo,2024-10-25,"Covered.  buying into close for maybe a pop on monday.  Rinse and repeat.Folks if it does not pop, we sell shares even at a loss.  The real money is shorting each and every pop.  So go long into close and hope it runs in the morning.  If it does, sell anytime it gets up .85 cents or more because there is no staying power now with those gains.  Immediately sell and short it back down.  If it does not pop, sell all shares and short immediately because it drops significantly when no pop.If you listen to me, you are making good money.  Please donate to a worthy charity",Neutral,0,0.986227810382843,Main
Yahoo,2024-10-25,Selling off almost every day tells experienced traders something.  Which fools bought that pop?  Smart money sold and shorted that pop,Neutral,0,0.9999215602874756,Main
Yahoo,2024-10-25,Going red.  All you have to do is wait for it.  Guaranteed.  Love these pops in the morning.  Fools.  Def of insanity. Doing same thing over and over and expecting different results.  Traders only ones making money on this.,Neutral,0,0.9997513890266418,Main
Yahoo,2024-10-25,"If you listened and shorted the morning pop, you are up on the day.Short any and all pops on this one.  Closer to the low of the day than the high.  That is what you want as a trader",Neutral,0,0.9999822378158569,Main
Yahoo,2024-10-25,Poor bubbles is hiding out after saying “short all you can” at $17.25. 🤡🤡🤣,Negative,-1,0.9858091473579407,Main
Yahoo,2024-10-25,$6.70 has become the new 52 week low taking out $6.66 from last October. Mind you $6.70 was fairly recent. Last October was terrible for AAOI and the general stock market. The stock needs to go up a few percentage points to become positive YTD. It was positive YTD intraday at $20 recently but didn’t close positive. The next step after that is taking out the 52 week high. I think you need good guidance in early November for that to happen. The stock is still cheap compared to other stocks in the sector. Especially Credo. Intel is now trading at it’s 1997 stock price.,Positive,1,0.9874435067176819,Main
Yahoo,2024-10-25,less than 2 weeks till earnings 😊,Neutral,0,0.9999760389328003,Main
Yahoo,2024-10-24,"Canadian based CLS, one of my favorite data center suppliers, reported earnings with exceedance all around &amp; upped guidance. They were up $10.47, 18% to $67.94 American. Good news is rewarded.",Positive,1,1.0,Main
Yahoo,2024-10-24,The stock hasn’t shown much more beta than the overall stock market lately making it hard to swing trade it. I think it will follow the market until earnings. Unless there is a short squeeze.,Neutral,0,0.9968892931938171,Main
Yahoo,2024-10-24,Bubbles and his other id curecancer were wringing their hands all day trying to decide whether to buy or short to make their lunch money. Hilarious.  I’ll just sit back and watch this go up over the next year.,Neutral,0,0.9990535378456116,Main
Yahoo,2024-10-24,i love the bubbles comedy show,Neutral,0,0.9977602958679199,Main
Yahoo,2024-10-24,sociopathic investor bubbles. your blocked.,Neutral,0,0.9553114771842957,Main
Yahoo,2024-10-24,Short all you can,Neutral,0,0.9969803690910339,Main
Yahoo,2024-10-24,Almost time to short.  Waiting for Bubba to say so I can make some money.  He is really good.  Only one on these boards that post info for others to make money.  I love unselfish people like him,Neutral,0,0.9753496646881104,Main
Yahoo,2024-10-24,Looking to get out now. NASDAQ breaking down,Neutral,0,0.9984360337257385,Main
Yahoo,2024-10-24,"Most of the posts here are just angry jealous losers.  I am the only one that posts things to make people money.  The name of the game is money.Waste of a postIf they guide above 98 million for next QTR that will be huge.  No sit sherlock.  Everyone knows it is about 4th QTR guidance.  You guys have no idea how to make money by doing DD. If you any of you made money, its luck.",Neutral,0,0.9941533207893372,Main
Yahoo,2024-10-24,I really am this good.  Covered yesterday into close.  Said to buy for pop on TSLA.  I said today will sell at some point and short it back to 15.Who wishes they were me and making money everyday?,Neutral,0,0.999829888343811,Main
Yahoo,2024-10-24,I hope this really runs in the morning.  Remember the goal is to sell hopefully near the high and short it much lower.  The sector is so overbought right now.  You can see all stocks in sector are selling off.  TSLA gave us a rise in the NASDAQ like I said it would.Remember the goal is to make money everyday.Do not be jealous.  I post for all to follow and make huge ROI.  Lazz does not know what that means.  Return on investment.Allan is gone.  He lost so much he gave up,Neutral,0,0.9252654314041138,Main
Yahoo,2024-10-23,"I said to cover and go long because of TSLA will casue NASDAQ to pop tomorrow.  Boom TSLA deliver and nasdaq will be upNow I will say when to sell AAOI tomorrow and short it.LIstne to me, and make  a lot of money.  I do not make excuses nor talk of trades ten years ago.  I give winners dailyThe goal is to make money every day.  Long or short and hopefully both when able.  This is not for amateurs.  You need to be smart to trade like me.  Lazz giving away all gains in AAOI.  Folks that is low IQ stock right there.  Not one post of his speaks to a professional or intelligent person.  He reminds me of the temperament of a plumber or road flagger.  Always angry and always wanting to make excuses more than those though is the jealousy.  He so wants to be me I am told by many.",Neutral,0,0.9996583461761475,Main
Yahoo,2024-10-23,"Winners do not make excuses.  All smart investors knew a sell off was coming here.  from 9 to 20 in a two months.  The key was volume.  I said once volume lessened, this was going to sell off.  I said at 20:30 when allen made his post about how is bubba doing with a pic.  Well that was the top.  I said volume dried up and to short all you can.  Now look at this thing drop.Covering now for a pop in morning followed by a big short attack.  No idea if Tesla earnings will be good or bad.  Cover now on this and ride a pop but BE short after lunch because it loves to rollover.",Neutral,0,0.9553671479225159,Main
Yahoo,2024-10-23,"Look at the 6-month chart and you can see this is just a slight dip, down with the overall market.  Looking ahead we&#39;re expecting earnings in about 2 weeks, and Q4 guidance will be critical.  If they guide for under $90M we could see some downside, even though it would be almost 50% growth YOY.  Everyone is looking for confirmation of the ramp in growth beginning in Q3/Q4 and accelerating into 2025.  I&#39;m holding and don&#39;t care what the penny flipping loud-mouthed clown does.",Neutral,0,0.6640771627426147,Main
Yahoo,2024-10-23,"Look at that chart.  This rolled over like I said it would when volume slowed down.  Accumulation is over.  I am the most accomplished trader on these boards. If you listened to me, you are making a lot of money.",Neutral,0,0.9554961919784546,Main
Yahoo,2024-10-23,"So easy to see.  So much money to be made.  I was the only one at 20 that I said to short to 15.  It ran on hope and eventually hope gets expensive.  Accumulation phase is over and I said once that happens, the stock plummets because no demand now.",Negative,-1,0.8873212337493896,Main
Yahoo,2024-10-23,Mute all losers that have been wrong and bitter they are losing money and I am making money.Lazz and Allen.  Clowns.  I gave you the short and it has been a winner.  Short any pops,Positive,1,0.9566314220428467,Main
Yahoo,2024-10-23,"Charts foretold this.  Short any and all pops.  This is so easy to make money now with the trend definitely down.  15 is on tap.  Short any pop.    If you are making money today, congratulations.  The key is to trade this.  Fools have no idea how to win.",Neutral,0,0.871069073677063,Main
Yahoo,2024-10-23,Up nicely today. Bubbles got it wrong again.  I wonder how much he’s lost so far.,Negative,-1,0.9972702860832214,Main
Yahoo,2024-10-23,"Blackrock acquired shares these past few weeks.  I said it was getting accumulated and when that phase ended, volume would dry up and price drops significantly.  I said to short all you can.You amateurs do not know how to play the game.",Negative,-1,0.7739846110343933,Main
Yahoo,2024-10-23,Looks like Blackrock just acquired 3 million shares......,Neutral,0,0.9999452829360962,Main
Yahoo,2024-10-23,NVDA has turned green. 👀,Positive,1,0.9999243021011353,Main
Yahoo,2024-10-22,Remember to not be jealous.  I told all that it was going to 15 because numbers didn&#39;t justify the hype.  I have said the short is where you want to be on this.  The morning pops are GONE.   It is now about pressing the short all day everyday.  The accumlation is over.  Now it goes so much lower as I predicted.,Neutral,0,0.9492917060852051,Main
Yahoo,2024-10-22,I forgot.This is for Allan,Neutral,0,0.9986748695373535,Main
Yahoo,2024-10-22,"Stocks do not go straight up forever and knowing this, you can make money short and long.  Looking at this chart and knowing management cannot be trusted.  To hold this with incredible gains is the surest way to having no gains.  This is my fav stock to trade.",Positive,1,0.983758270740509,Main
Yahoo,2024-10-22,Hope you listened.  I said this got way over skiis.  They need earnings to justify this price.  I said the trend was down at 19.  Now it is going to 15 like I said.  So much money to be made trading this.  Holding this is a loser.  You need to trade it.  Follow your leader,Negative,-1,0.9809452295303345,Main
Yahoo,2024-10-22,I’ve have share that this is the time to load up on NVDA. Earnings is right around the corner and we could have a move to $200 per share. You can come back to your favorite stock. Staying paralyzed will cost you money. You can’t fall in love with your stock. The hired manipulators will welcome you back with open arms when you have money.,Neutral,0,0.998963475227356,Main
Yahoo,2024-10-21,No bubba or laz? Must of been a boring day.,Neutral,0,0.9999992847442627,Main
Yahoo,2024-10-21,Question: will NVDA price surpass AMD before the eoy?,Negative,-1,0.9493617415428162,Main
Yahoo,2024-10-21,Jdzg,Neutral,0,0.9978435039520264,Main
Yahoo,2024-10-21,oh boy it looks like the scotty dog chart formation....Getty yup,Neutral,0,0.999437153339386,Main
Yahoo,2024-10-21,It feels like NVDA is sucking all of the oxygen out of the room.,Neutral,0,0.9908545017242432,Main
Yahoo,2024-10-22,Multi holder holding NVDA. NVDA just broke through the $140 resist. Where does NVDA go to before earnings? Thanks for your comment.,Neutral,0,0.9997171759605408,Main
Yahoo,2024-10-21,"Will 1.6T be big for AAOI in 2025 ?     How much could it bring in revenues, and what margins would be attached ?",Neutral,0,0.9999186992645264,Main
Yahoo,2024-10-20,Verizon is one of the cable providers where I live. People are starting to complain big time because they all have to return their set top boxes and upgrade to the new standard which requires new set boxes. They also said they are much more complex to install. What AAOI said is true. CATV is starting to take off. I hope those Verizon set top boxes have AAOI chips in them.,Negative,-1,0.933478057384491,Main
Yahoo,2024-10-19,Allan I hope you have a great weekend.,Positive,1,0.9876662492752075,Main
Yahoo,2024-10-18,"Covered.   Going long for a dead cat bounce Monday in sector.  Buying more COHR and LITE.  If they pop on morning or afternoon, selling and shorting.  Sector has cooled off and market is now saying earnings are needed to propel the sector any higher.  Sky high valuations currently.   Made a good amount on AAOI todayHave a great weekend.",Positive,1,0.6935272812843323,Main
Yahoo,2024-10-18,Problems could be ahead of TSM because of the government probe. Be carefully. Look for other opportunities like NVDA.,Negative,-1,0.9982858300209045,Main
Yahoo,2024-10-19,"How many times Lazerator do I have to tell you to move your funds from AMD to NVDA? NVDA’s 3rd quarter earnings will be good, but the 4th quarter estimates will knock it out of the park. Blackwell AI chips is shipping now and will have full impact to revenue in the 4th quarter. Buy on the rumor sell on the news. NVDA is sold out for the next 12 months. Take some of your AAOI and AMD profit to invest in NVDA.",Positive,1,0.999064028263092,Main
Yahoo,2024-10-18,Allen this morning said straight to 24 with no pullbacks.  You might not find a more rookie post in your life.  No stock goes straight up and no stock goes straight down.  However this is a massive reversal that screams the top is in.  I said before it needs earnings to justify this price or anything higher.  The stock price is agreeing with me.  It is going lower.  Allen you are so inexperienced in stocks you are a clown.,Negative,-1,0.6042506098747253,Main
Yahoo,2024-10-18,way over valued,Neutral,0,0.9891512393951416,Main
Yahoo,2024-10-18,That $20 sure was pretty this am.,Neutral,0,0.999873161315918,Main
Yahoo,2024-10-18,HUGE reversal.  Smart money locked in gains and shorting.  This is going lower.  I love volatility like this.  I bet none of you sold today.  Fools,Neutral,0,0.6699919104576111,Main
Yahoo,2024-10-18,Congratulations to Allen on the clown award for the day.  You couldn&#39;t make this up if you tried.  It popped in morning like it always does and he ran his mouth and thought he would be wise and call me out.  I said nothing but was shorting based off of COHR downgrade.  Now I am making a good amount today.For those that made money today.  I salute you.Allens picture,Neutral,0,0.993270218372345,Main
Yahoo,2024-10-18,All those gains vanished,Neutral,0,0.9345913529396057,Main
Yahoo,2024-10-18,Red just as i called.   Remember money is made trading this.  Up and down. Up and down.  Now i need it to go down 2 points for a hige windfall,Neutral,0,0.9669344425201416,Main
Yahoo,2024-10-18,I love when folks get humbled.  Allen is a tool bag that hopefully is hiding under a blanket.,Neutral,0,0.9504879117012024,Main
Yahoo,2024-10-18,How much you make today?  This closes red guaranteed.  Love trading this.   Short all you can in bug pops,Neutral,0,0.999945878982544,Main
Yahoo,2024-10-18,Allen where the pics at?  Why no more posts?,Neutral,0,0.9998243451118469,Main
Yahoo,2024-10-18,Back to the top,Neutral,0,0.9927473664283752,Main
Yahoo,2024-10-18,Cohr got downgraded on valuation.   Shorting that pop was.a given.  All of these stocks overvalued.Huge daybfor shorts. Cohr we love but a downgrade with sector leader was bringing pain to all.  Love shorting these pops,Negative,-1,0.9999821186065674,Main
Yahoo,2024-10-18,"Every stock in the sector is red right now except for  AAOI. Fabrinet is down 7% which really surprises me. Fabrinet is usually not that volatile. It has been on the tear lately, so maybe that’s why. AAOI is still cheap in my opinion.",Negative,-1,0.818187952041626,Main
Yahoo,2024-10-18,I love my animals.  You all make me laugh.  Big money was made.   How deep in tge red does it get?,Neutral,0,0.9921146035194397,Main
Yahoo,2024-10-18,Going red!!!!   Love this stock. Short all pops in morning as i have been saying,Neutral,0,0.9989426732063293,Main
Yahoo,2024-10-18,"Shorts,",Neutral,0,0.9996868371963501,Main
Yahoo,2024-10-18,24 at least with no pull back or worries.  Hold for 24,Neutral,0,0.9772270917892456,Main
Yahoo,2024-10-18,"less than 3 weeks till earnings now.
I&#39;m greedily hoping for another news release before to keep the stock price bumping up.",Neutral,0,0.9910577535629272,Main
Yahoo,2024-10-18,Longs,Neutral,0,0.9978085160255432,Main
Yahoo,2024-10-18,How&#39;s it going shorts?,Neutral,0,0.9986295700073242,Main
Yahoo,2024-10-18,nice to see one stock that is not rewarding the shorts,Positive,1,0.8792205452919006,Main
Yahoo,2024-10-18,shorts must be filling their pants,Neutral,0,0.9999905824661255,Main
Yahoo,2024-10-18,"wow, wish I got in at 7.  Never seen such a strong chart",Neutral,0,0.7599249482154846,Main
Yahoo,2024-10-18,WOW... bull raid?😂,Neutral,0,0.9989690780639648,Main
Yahoo,2024-10-17,Well they confirmed the the earnings report without any warnings so I reckon that is a positive.,Positive,1,0.9999994039535522,Main
Yahoo,2024-10-17,There is no appetite for AMD at the moment. AVGO is a good option but after the upgrade it has had large gains. I still feel NVDA will hit $200 by eoy. JMHO,Positive,1,0.961138904094696,Main
Yahoo,2024-10-17,"Just bought some leaps for Jan 2026 @25 figuring they will get well over that sometime over the course of next year and then picked up a couple contracts for November at the same price on a whim.  I doubt that second batch will pay out, but I spent pocket change to pick them up, so we will see, if it bounces big on earnings they might be worth something.I&#39;ve got an underlying position in actual shares, so the options are just a low cost way of juicing returns a little.  The money from the options came from selling covered calls that expired, so it was kinda free money any way.",Neutral,0,0.9996678829193115,Main
Yahoo,2024-10-17,AAOI holding strong @$19. Pushing pass $20+ tomorrow ✊,Positive,1,0.9999964237213135,Main
Yahoo,2024-10-17,Does anyone think the MM are keeping this under 20 because tomorrow is opinion Friday? If so we fly next week.,Neutral,0,0.9990711212158203,Main
Yahoo,2024-10-17,"Lazerator, Folks moved your funds to NVDA until 2025. It at $140 headed to $200 by the eoy. Make money then reinvest in AMD. It’s not to late. I’ve tried to share this info earlier.",Neutral,0,0.9999474287033081,Main
Yahoo,2024-10-17,Just think that we were sitting at $8.28 just two months ago.   The run from $6.70 in early august has been amazing.  Three weeks until earnings.  High expectations may be deja vu?,Neutral,0,0.8922210335731506,Main
Yahoo,2024-10-17,could applied get chips act money and not have to dilute shareholders if they proposed a new plant in Texas?,Neutral,0,0.9726489782333374,Main
