Source,Date,Text,Sentiment,Score,Confidence,Type
Yahoo,2024-10-09,"Fundamentals keep improving, and now the technicals are looking great. A close over 70 and new money will start coming in. Shorts will cover soon",Positive,1,0.9999760389328003,Main
Yahoo,2024-10-09,Up up up. More good news!,Positive,1,0.9999995231628418,Main
Yahoo,2024-10-08,This stock has been left for dead.,Negative,-1,0.7271828055381775,Main
Yahoo,2024-10-08,False alarm. Another year of consolidation. lol,Negative,-1,0.8975726366043091,Main
Yahoo,2024-10-08,Launching now!,Neutral,0,0.9998971223831177,Main
Yahoo,2024-10-07,Sideway in $66-68 range for at least a year from now. Trash.,Neutral,0,0.9997517466545105,Main
Yahoo,2024-10-04,"With low growth, giant cash pile and cashflow ZM should start paying a div.",Positive,1,0.9955657124519348,Main
Yahoo,2024-10-03,Zoom Phone for India!,Neutral,0,0.9999785423278809,Main
Yahoo,2024-10-02,The Groovy &#39;60s!,Neutral,0,0.9996479749679565,Main
Yahoo,2024-10-02,no volume sell off,Neutral,0,0.9991437196731567,Main
Yahoo,2024-10-02,The worst tech stock in history.,Negative,-1,0.9998015761375427,Main
Yahoo,2024-10-02,"the bubble has burst, no more growth for ZM",Negative,-1,0.993804931640625,Main
Yahoo,2024-10-01,the call options several months out show very little upside for Zoom.,Negative,-1,0.9998798370361328,Main
Yahoo,2024-09-27,I have hoped for a long time it rip higher . Strong close on a  Friday with the qqq down. Odd for Zooom,Neutral,0,0.9719502329826355,Main
Yahoo,2024-09-27,Pathetic movement and volume. Likely sideway for the rest of the year.,Neutral,0,0.6162553429603577,Main
Yahoo,2024-09-26,Does Zoom Video offer secure communication links?,Neutral,0,0.9998747110366821,Main
Yahoo,2024-09-26,"Finally, finding a bid. It&#39;s been years. lol",Neutral,0,0.9970376491546631,Main
Yahoo,2024-09-24,"We are going much higher! It&#39;s been a long bumpy ride, but now it&#39;s time to buckle your seat bealt getting ready for laumch!",Neutral,0,0.9940642714500427,Main
Yahoo,2024-09-24,Resilient on red day. Trashy on big green day. What a circus!,Neutral,0,0.9997172951698303,Main
Yahoo,2024-09-23,"White collar workers, lots of layoffs.  Less employees means companies will not increase zoom subscriptions.  This is dead money, no growth unless they have a new product.",Neutral,0,0.8143735527992249,Main
Yahoo,2024-09-23,Launch time. The fundamentals keep changing for the better. Less stock base compensation and continuous buybacks. No more dilution,Positive,1,0.9503748416900635,Main
Yahoo,2024-09-23,Accumulating this undervalued beauty at these levels. Acquisition or activist investor candidate. $100 stock minimum.,Positive,1,0.6973764896392822,Main
Yahoo,2024-09-20,Great news! No more dilution!,Neutral,0,0.9463024735450745,Main
Yahoo,2024-09-20,"ZOOM, I believe in you!",Neutral,0,0.9835026860237122,Main
Yahoo,2024-09-20,Up in a down tape,Neutral,0,0.9876167178153992,Main
Yahoo,2024-09-19,"This garbage would go nowhere from here. Look at the volume and movement. Maybe 10 years from now when their cash exceeds the market cap, it may move $10.",Neutral,0,0.9999710321426392,Main
Yahoo,2024-09-19,"Cash flow and profits are extraordinary...... Sales Growth is slow.... makes me think they might get bought out just for the cash flow.... Margins are huge, too.",Positive,1,0.8844258189201355,Main
Yahoo,2024-09-18,Garbage back to garbage.,Neutral,0,0.9916165471076965,Main
Yahoo,2024-09-18,down 2.5% on 300k shares. ridiculous,Negative,-1,0.9999549388885498,Main
Yahoo,2024-09-17,Likely ending flat or in red again. Trash.,Neutral,0,0.9474956393241882,Main
Yahoo,2024-09-17,"Strong fundamentals. I think the fact that the US government is using Zoom and all its new AI and copilots  is pretty cool. I&#39;m sure the stick will not go anywhere for now, but it&#39;s good news.",Positive,1,1.0,Main
Yahoo,2024-09-13,Drifting higher on low volume. Not typical for Zoom. 80 very soon,Positive,1,0.6090137958526611,Main
Yahoo,2024-09-12,Where is blah blah blah 7600 shares?,Neutral,0,0.9999878406524658,Main
Yahoo,2024-09-11,Look like CW was right to liquidate even at the absolute bottom. Dead stock.,Neutral,0,0.967003345489502,Main
Yahoo,2024-09-10,9th red days. The worst tech stock in history. 🤣,Negative,-1,0.9986168146133423,Main
Yahoo,2024-09-10,zoom is going to have to start paying a div since they are now a slower grower. That would push the price up.,Negative,-1,0.7324268817901611,Main
Yahoo,2024-09-09,Rally time. Jim Cramer is hot on Zooom!,Neutral,0,0.999840259552002,Main
Yahoo,2024-09-09,So it was not a turning point or any fundamental change. Just another pump and dump. Bulls got scammed again. 😂,Neutral,0,0.9541912078857422,Main
Yahoo,2024-09-06,Zooo. strong as tech crashes.,Positive,1,0.9999990463256836,Main
Yahoo,2024-09-05,Beat it down more so I can rebuy and swing trade it again.,Neutral,0,0.9818469882011414,Main
Yahoo,2024-09-04,They may have beat estimates this past quarter but a 2 to 3% growth rate isn’t going to result in a sustainable ascending stock price. Regardless of how strong the balance sheet is. Turtle growth companies with strong balance sheets should be paying dividends above the money market interest rate.,Positive,1,1.0,Main
Yahoo,2024-09-04,Only 5% off recent high of $72: Bullish,Negative,-1,0.6035543084144592,Main
Yahoo,2024-09-04,Worst company in the world for creating stockholder value. Guess you can&#39;t be good at everything.,Neutral,0,0.804911196231842,Main
Yahoo,2024-09-03,back to 65,Neutral,0,0.9993545413017273,Main
Yahoo,2024-09-03,Very strong in a down tape. Fundamentals and valuations at the same time. It&#39;s about time we are going higher.,Positive,1,1.0,Main
Yahoo,2024-09-03,Another year of $60-73. Or even $55-$73. Same old trash. 😂.,Neutral,0,0.9999674558639526,Main
Yahoo,2024-08-30,$7.5+B CASH💯,Neutral,0,0.9999606609344482,Main
Yahoo,2024-08-30,"ZM is the most attractive takeover candidate for Broadcomm, solid sales/earnings + $5 Bil cash on hand.",Positive,1,1.0,Main
Yahoo,2024-08-30,"Back to dead stock. Everytime bulls have hope that this would turn around, this trash drops.",Negative,-1,0.5035054087638855,Main
Yahoo,2024-08-29,We are zooming back to hell again.,Neutral,0,0.9975590705871582,Main
Yahoo,2024-08-29,I need several specialized virtual agents while I am having vacations. The need for physical contact sounds very stone-age anyway.,Neutral,0,0.9995819926261902,Main
Yahoo,2024-08-29,After Labor Day. All market is going down. Bad September. Always. Drop. Because of tax.we will see.,Negative,-1,0.9996658563613892,Main
Yahoo,2024-08-29,Not a stable one.  I am Going back to NVDA. More safe.,Neutral,0,0.7904165387153625,Main
Yahoo,2024-08-29,Nadaq 1.07%.  This only 0.14%.  Images tomorrow,Neutral,0,0.9999827146530151,Main
Yahoo,2024-08-29,Back to garbage after 5 days of unusual trading.,Neutral,0,0.8070331811904907,Main
Yahoo,2024-08-29,Strong breakout coming. The Federal Reserve rate will cut rates three times this year to stimulate stock prices. Can&#39;t fight it shorts,Positive,1,0.9999984502792358,Main
Yahoo,2024-08-28,Time to sell before it reverse back to 65,Neutral,0,0.9948087930679321,Main
Yahoo,2024-08-28,Nobody’s buy at this point today.,Neutral,0,0.9843005537986755,Main
Yahoo,2024-08-28,Will down to 65.  Re cap.,Neutral,0,0.9968888163566589,Main
Yahoo,2024-08-28,oh no!  i was right again,Neutral,0,0.9980119466781616,Main
Yahoo,2024-08-28,The premarket and after hours trading are twlling the real story. Longs are getting nervous and this stock begins a dramatic fall from grace.  Tomorrow is the beginning of the collapse.,Negative,-1,0.9998990297317505,Main
Yahoo,2024-08-27,There is so much room to run here. From 52 weeks low to 52 weeks high in one week!,Neutral,0,0.9991859793663025,Main
Yahoo,2024-08-27,"I&#39;m sure the $7 Billion in cash, 20% YOY growth with a 14 forward PE has the longs shaking...give me a break. ZM is a great takeover target to boot.",Positive,1,0.9999735355377197,Main
Yahoo,2024-08-27,Technically speaking. I we break through 73 . $100 in a blink,Neutral,0,0.9999198913574219,Main
Yahoo,2024-08-27,I think it will touch $73 and turn back hard .,Neutral,0,0.9984519481658936,Main
Yahoo,2024-08-27,SHOW ME $80!!!,Neutral,0,0.9993447661399841,Main
Yahoo,2024-08-27,This meme stock will be back in the 60s today and never see 70s again.  No substance and plenty of competition from better companies.,Negative,-1,0.7728705406188965,Main
Yahoo,2024-08-26,"Basically, Zoom is just a higher priced meme stock and we all know what eventually happens to these rah rah stocks.   They run out of gas and plummet to much lower levels.  I predict a return to mid 50s by end of September.....and then it gets worse!",Negative,-1,0.9861801266670227,Main
Yahoo,2024-08-26,There are no upgrades coming.  All analysts have responded on August 22 and 23 with all maintaining their previous ratings. Any near term rating changes would have to be due to valuation changes since no news is forthcoming.  Going up 14 points is going to get the attention of one of the many &#34;holds&#34; or &#34;underperforming&#34; analysts,Neutral,0,0.9993461966514587,Main
Yahoo,2024-08-26,"Stating the obvious, but this looks like a break out to the upside to me.",Positive,1,0.9720036387443542,Main
Yahoo,2024-08-26,Strong on a red day. There is no way we break through 72 until more upgrades.,Positive,1,0.9999839067459106,Main
Yahoo,2024-08-26,OH NOOoooooooo!!!,Neutral,0,0.9987810254096985,Main
Yahoo,2024-08-26,Green on red day 😳🫣 CW capitulation created a monster? 😬,Neutral,0,0.9835229516029358,Main
Yahoo,2024-08-26,"No analyst has a buy rating on this stock at this level. All sell ratings. No buy ratings even at the 52 week low. The highs are in, lows haven&#39;t been put in yet. Lower lows are coming below 55.",Neutral,0,0.8848928213119507,Main
Yahoo,2024-08-26,The shorts are really nervous now. Big news adding Mike from Apple to our board.,Neutral,0,0.7617358565330505,Main
Yahoo,2024-08-26,This company has a 2.09% year over year revenue growth and that was beat by 1.12% in the July earnings report. For that they reward the stock with a 40% pop off the lows. I value this value stock around 31-40.00 based on the balance sheet. A p/e of 26 is much too high for a value stock. I see no reason to buy here just to be a part of the plunge that&#39;s coming. If you like this company there will be better entry points. Not a good long entry point. Day traders and momentum players are pushing their luck.,Positive,1,0.9924744963645935,Main
Yahoo,2024-08-26,WHY IS THIS FALLING??? It cant fall it just cant,Neutral,0,0.9463638663291931,Main
Yahoo,2024-08-26,"Zoom zoom zoom, we’re going to the moon!",Neutral,0,0.9997813105583191,Main
Yahoo,2024-08-26,Stunning short squeeze 🫣😳,Neutral,0,0.8826258778572083,Main
Yahoo,2024-08-25,Heading higher.,Positive,1,0.998256266117096,Main
Yahoo,2024-08-23,"good, you should make enough money to get a FOOT long subs.  Lol",Positive,1,0.9009090065956116,Main
Yahoo,2024-08-23,Short squeeze pain?  lol,Negative,-1,0.9317618608474731,Main
Yahoo,2024-08-23,"This company isn&#39;t even needed anymore. Google, YouTube, Facebook, Amazon, X and many other platforms can do what they do. in a few years they will be irrelevant.",Negative,-1,0.9178695678710938,Main
Yahoo,2024-08-23,This trade is long in the tooth and it rolled over after numerous attempts above 70.00. The market is long in the tooth too. Bag holder buying here.,Neutral,0,0.9995670914649963,Main
Yahoo,2024-08-23,the wall street crooks pumped this to 70-71 from 50s on sure a good ER but no way it deserved a jump of over 20%. with ER weekly options now expire and crooks made their cash stock will as usual slow bleed back to low 60s over nexy few weeks.  I bought some $70 puts expiiring next friday for $1. I see 65-67 area  by next friday and will make 200- 400% gains !,Neutral,0,0.6733536124229431,Main
Yahoo,2024-08-23,Great week. 20% gains . Out of the abyss,Positive,1,0.9999972581863403,Main
Yahoo,2024-08-23,"It can&#39;t drop it just can&#39;t...I promised my 8 year old son Geraldine, that I&#39;d buy him a new dress. PULL UP, PULL UP!!!",Neutral,0,0.9998338222503662,Main
Yahoo,2024-08-23,OMG! Why is it dropping???,Neutral,0,0.804673969745636,Main
Yahoo,2024-08-23,A real upset would be a 71 or 72 close.  70 is so predictable with all the open contracts.,Neutral,0,0.999815046787262,Main
Yahoo,2024-08-23,Don’t fall in love with it. Sell it. Then i buy it again. 65,Neutral,0,0.99981290102005,Main
Yahoo,2024-08-23,"I am looking forward to seeing $200+ on this . The AI growth is powerful. Also, the reality is that MSFT teams is for inter office and Zoom isbfor outside sales. The big corporations have made up their minds. Different tools for different types of video conferences",Positive,1,0.9999982118606567,Main
Yahoo,2024-08-23,If people buying here were so smart why didn&#39;t they buy at 55 or 60? These are dummb people. Profit givers. Dummb money entering here.,Neutral,0,0.984070897102356,Main
Yahoo,2024-08-23,Will see it 65 next week.  Don’t fall in love with any stocks this year.,Neutral,0,0.999854326248169,Main
Yahoo,2024-08-23,cover your short margin calls yet?  Lol,Neutral,0,0.9992590546607971,Main
Yahoo,2024-08-23,But the way. I bought it 65. Make a little.,Neutral,0,0.9281560182571411,Main
Yahoo,2024-08-23,Yes. Thank you for the profit. Sold 70.60.  Have a good weekend.  Who knows next week gonna be down or up.  Make profit first.  It’s not good market to hold stock long.,Neutral,0,0.4999844431877136,Main
Yahoo,2024-08-23,Dump on the Dummb bag holders.,Neutral,0,0.6935244798660278,Main
Yahoo,2024-08-23,30M volumes in just 2 days. Time to break above $75.,Neutral,0,0.9890907406806946,Main
Yahoo,2024-08-23,I hope they can hire someone else who knows how to cook the books.,Neutral,0,0.9890455007553101,Main
Yahoo,2024-08-23,Climbed blatantly to year&#39;s high.,Positive,1,0.9999487400054932,Main
Yahoo,2024-08-23,Moving up.,Neutral,0,0.9992780089378357,Main
Yahoo,2024-08-23,"...reminds me of the Pretenders album, &#34;Learning to Crawl&#34;...",Neutral,0,0.9999556541442871,Main
Yahoo,2024-08-23,"I&#39;ve about lost my patience with this stock, I&#39;ve been wanting to sell.  But each time I look at the numbers I dont.  Strong balance sheet, bought back 330 M shares at a price of $60/share during this year.  It has just seemed stuck in the doghouse, but a little comeback after last 2 earnings calls.",Positive,1,0.9991697072982788,Main
Yahoo,2024-08-23,"Now that they are making money using AI, it is going to attract new money. Here comes FOMO.",Neutral,0,0.9986844658851624,Main
Yahoo,2024-08-23,Shaking out the traders and weak hands here. Breaking above 73 soon. plenty of up volume,Negative,-1,0.9503204822540283,Main
Yahoo,2024-08-23,Looks like this run is about over. I hope i can get back in at $55 next week.,Neutral,0,0.9999693632125854,Main
Yahoo,2024-08-23,"Cathie wood sold her majority of her stake, so shorts won&#39;t dare to short this now. I am bullish and long term. It would be 100 by the end of the year. Once the interest rates start coming down, lot of small scale companies to adapt Zoom more and more.",Positive,1,0.9999996423721313,Main
Yahoo,2024-08-23,"I watched Martin Shkreli predict that this will be an easy double when he broke down their 10k , days before earnings",Neutral,0,0.8041322827339172,Main
Yahoo,2024-08-23,"Get ready for the big collapse tomorrow !!!
You really couldn’t have believed that this garbage would ever resurface. 
😂😂😂😂😂😂😂",Negative,-1,0.5622453093528748,Main
Yahoo,2024-08-22,This move way exceeds the earnings report. Those late to the game are buying now. Just multiple expansion here. Their revenues are not strong enough for multiple expansion.,Negative,-1,0.9108985662460327,Main
Yahoo,2024-08-22,How HIGH do you think the share price will go when we have a HARD LANDING?,Neutral,0,0.9411277770996094,Main
Yahoo,2024-08-22,Zoom is gonna FLY when the recession starts! BUY NOW!!!,Neutral,0,0.9971477389335632,Main
Yahoo,2024-08-22,short at 68,Neutral,0,0.9984261989593506,Main
Yahoo,2024-08-22,Power Hour. 70 into the close. 20 million shares!!!,Neutral,0,0.9999892711639404,Main
Yahoo,2024-08-22,"GOVX headed over 40.00 More deadly cases of MPOX were reported today in Wayne PAGOVX Posted on 3000 conversation boards Phillipines had their first case of monkeypox 24 hours ago and GOVX received the rights to commercializing the vaccine from NIH, tomorrow is huge for GOVX. They will be discussing the vaccine and Vanguard BAC and Blackrock just increased positions.",Positive,1,0.976982593536377,Main
Yahoo,2024-08-22,Always $65 support,Neutral,0,0.9998846054077148,Main
Yahoo,2024-08-22,"well guys, 80$+ easy soon",Neutral,0,0.8476049304008484,Main
Yahoo,2024-08-22,Bought some ZM at open.,Neutral,0,0.9999604225158691,Main
Yahoo,2024-08-22,oh wow they nailed it!,Neutral,0,0.9571738839149475,Main
Yahoo,2024-08-22,"Big move, sold and took profits.",Neutral,0,0.9189055562019348,Main
Yahoo,2024-08-22,congratulations to share holders hopefully this will turn around it does seem undervalued .,Positive,1,0.9994680285453796,Main
Yahoo,2024-08-22,AITX’s RAD prepares to deploy AI-driven security technology to major clients.,Neutral,0,0.999830961227417,Main
Yahoo,2024-08-22,ACHR is got upgraded to 10 🚀🚀🚀,Neutral,0,0.9985896944999695,Main
Yahoo,2024-08-22,Congrat bulls 🥳,Neutral,0,0.9893749952316284,Main
Yahoo,2024-08-22,Short covering!! Rocket ship,Neutral,0,0.9990190267562866,Main
Yahoo,2024-08-22,Too bad not green mkt too!,Negative,-1,0.9917038679122925,Main
Yahoo,2024-08-22,another failed DEI hire out. stock jumps.,Negative,-1,0.9999295473098755,Main
Yahoo,2024-08-22,Glad to see the SP Zoom!!!!🤓,Neutral,0,0.9943952560424805,Main
Yahoo,2024-08-22,Zm and pton are two of the biggest “ Get Rich Quick” scam artists in the market. Just like vultures waiting for an animal to die. They were both profiting on people’s hard times during covid. Shame on both of these morally bankrupt companies. I only hope their companies sink as low as their morals.,Negative,-1,0.9686057567596436,Main
Yahoo,2024-08-22,CFO is leavingI see today&#39;s pump is to dump this to $30,Neutral,0,0.9926453828811646,Main
Yahoo,2024-08-22,Ohh look the pandemic stock is up today!!! I wonder why ??? 🤡🤡🤡,Negative,-1,0.9906919598579407,Main
Yahoo,2024-08-22,"I&#39;d like to take this opportunity to share the news that after almost 7 years, Kelly has made the decision to leave Zoom. Kelly joined Zoom about 2 years before our successful IPO in April 2019, and her role in that has been a highlight of her time here. She will leverage her skills in helping companies scale and building successful businesses to help another startup in that process for the next Zoom.She has been an integral part of the Zoom journey, steering our IPO in 2019 and continuing the momentum as our customer base rapidly expanded during the pandemic. Under her strong financial leadership, Zoom has maintained a consistent track record of profitability and cash flow growth.",Positive,1,1.0,Main
Yahoo,2024-08-22,It&#39;s market cap is back to $20+B,Neutral,0,0.9988991022109985,Main
Yahoo,2024-08-22,"Thanks, of course, for the option premium, but it seems I lost the share.",Neutral,0,0.9628875255584717,Main
Yahoo,2024-08-22,70$-75$ 🙏🏾,Neutral,0,0.996822714805603,Main
Yahoo,2024-08-22,"The Meeks guy yesterday said it’ll be $58 by Friday, well that’s tomorrow. Don’t think it’s gonna get there…..",Neutral,0,0.9999545812606812,Main
Yahoo,2024-08-22,zoooommm💨🔌💸,Neutral,0,0.9957707524299622,Main
Yahoo,2024-08-22,It&#39;s always a good sign when the CFO quits.,Neutral,0,0.8973379731178284,Main
Yahoo,2024-08-22,"Nice, waiting 2 months for this.  Let&#39;s pump it another 10%",Neutral,0,0.9936332702636719,Main
Yahoo,2024-08-22,"Congratulations, long suffering share holders. Take a deep breath",Positive,1,0.9239312410354614,Main
Yahoo,2024-08-22,someone with a lot of money just loaded 1.5 M in 64.00 puts- Bloomberg,Neutral,0,0.9999818801879883,Main
Yahoo,2024-08-22,Zoom will have to transform into something new. AI or cybersecurity. Data they have is precious.,Neutral,0,0.9298028945922852,Main
Yahoo,2024-08-22,65-66 is resistance !!  dumped 65.4 and went short a little,Neutral,0,0.9965726137161255,Main
Yahoo,2024-08-22,"Great gains, but Cathie Wood should sell all Zoom shares. So that shorties won&#39;t short the ZM and longs will get benefit over the period of long term.",Positive,1,1.0,Main
Yahoo,2024-08-22,Thanks Zoom,Neutral,0,0.7951428294181824,Main
Yahoo,2024-08-22,I&#39;m finally out. Good luck everybody!,Positive,1,0.9999933242797852,Main
Yahoo,2024-08-22,Sold,Neutral,0,0.9980455636978149,Main
Yahoo,2024-08-22,I have not seen this kind of % gain in 3 years. CW is such a genius.,Neutral,0,0.9175897240638733,Main
Yahoo,2024-08-22,Strong buy on TEVA 🚨🚨🚨,Positive,1,1.0,Main
Yahoo,2024-08-22,"With this potential trajectory and its successful second-quarter financial growth, TEVA stock will likely remain among the most popularly traded biotech stocks on the market 🚀🚀",Positive,1,1.0,Main
Yahoo,2024-08-22,Bulls should appreciate CW for quitting 😂,Neutral,0,0.6095660924911499,Main
Yahoo,2024-08-22,wasn&#39;t this garbage 400+???,Neutral,0,0.9998170733451843,Main
Yahoo,2024-08-22,Since this stock is no longer cursed by CW. Why not $80-$100? 😜,Neutral,0,0.9997484087944031,Main
Yahoo,2024-08-22,"Use common sense here, when you have a company with minimal 1% growth for several Qtr’s, and the company is a huge cash cow rolling in the cash with huge free cash flow, plus said company has 8 billion in cash with no debt, there will be a merger or acquisition. It is coming. This is a very unique situation here…. There’s a LOT of profit coming in with this business….",Positive,1,0.9998536109924316,Main
Yahoo,2024-08-21,10 calls well played by me! Cheers bulls,Neutral,0,0.9993207454681396,Main
Yahoo,2024-08-21,"CRM paid over $27B to acquire slack a few years back. ZM current market cap is only $18B. It has much better profit than slack, should worth at least $30B if CRM decides to acquire it for the benefit of making CRM itself PE lower.",Positive,1,0.9999996423721313,Main
Yahoo,2024-08-21,"Here is a tech stock that is priced at forward pe below 20. Cash on hand 7-8 billion. big buybacks. Stock is cheap. Are investors missing anything? I believe with huge cash pile, they can incorporate AI in their services. Come up with a user friendly Zoom phone, tieup with Amazon to sell devices and phones, tieup with Tesla to incorporate communications in EV&#39;s (zoom button), buy and rent Data centers..etc etc. Or just buy shares in AMD, NVDA. I mean all it takes Zoom is a smart CEO who can double/tripple the 8 billion in couple of years. Hire me!",Neutral,0,0.9432071447372437,Main
Yahoo,2024-08-21,ZM has ~8B $USD CASH in hand.  Expect them to make few acquisitions,Neutral,0,0.9998244643211365,Main
Yahoo,2024-08-21,FCF $365 Mil and $7.5 Bil on the books and growing 20 to 30 % - what&#39;s the problem?!,Neutral,0,0.9447252750396729,Main
Yahoo,2024-08-21,The CEO sounds like he has no charisma,Neutral,0,0.9991845488548279,Main
Yahoo,2024-08-21,Zoom is a cash machine!  Got to love it!,Neutral,0,0.9994997978210449,Main
Yahoo,2024-08-21,"Even if you use discounted cash flow analysis, this stock hardly has any room to the upside. 

IF you belive it can generate 2% rev growth, 18% margins, 36% FCF as % of revenue, 16 PE, and 16 P/FCF for the next 5 years, you only get a price of $66.18. That&#39;s using ONLY discounted cash flow, if you do the same for multiple of earnings, its $33.09 that would be almost 50% drop from here. 

Reminder: P/FCF is currently 11, I put it as 16! If I put it as 9 (assuming they increase cash flow), it comes out to 44.",Neutral,0,0.5094276070594788,Main
Yahoo,2024-08-21,"upgrades will all be out tomorrow, time to buy",Neutral,0,0.9995101690292358,Main
Yahoo,2024-08-21,One of the best earnings in Zoom&#39;s post pandemic era.  Massive beat in revenue and EPS.. Guidance lifted massively.  Tomorrow morning this stock can go up 20% possibly 25% for the week.,Positive,1,1.0,Main
Yahoo,2024-08-21,"already dropping , hit 60s from 62s . 58-59 by friday , watch and learn",Neutral,0,0.9937455654144287,Main
Yahoo,2024-08-21,zm will be hot by the m-pox pandemic,Neutral,0,0.9480661749839783,Main
Yahoo,2024-08-21,Full year earnings of $5.32 at 15 PE should translate to about $80/share.  Previously earnings was $2.71 and PE of 22+,Neutral,0,0.9999839067459106,Main
Yahoo,2024-08-21,"At least make it more interesting by offering a dividend, this company has the cash flow to give a little to its investors. Otherwise, what&#39;s the point in not buying an ETF instead?",Neutral,0,0.9995477795600891,Main
Yahoo,2024-08-21,"Around $450M cash flow in a quarter, quite impressive. Every year it can bring around $2B cash",Positive,1,1.0,Main
