Source,Date,Text,Sentiment,Score,Confidence,Type
Yahoo,2024-10-17,Short covering slowly and steadily? Still feels like there can be one more short attack in next week or two.,Neutral,0,0.869755744934082,Main
Yahoo,2024-10-17,Let’s go !,Neutral,0,0.999863862991333,Main
Yahoo,2024-10-16,"15 trading days left till Q3... does Jack drop big news before or wait to drop it with earnings &amp; guidance combined is the question... time running out, can&#39;t stand in front of the Bull Train",Neutral,0,0.8436974883079529,Main
Yahoo,2024-10-15,"Morning...just for fun ( remember that this is a Yahoo message board and you really shouldn&#39;t buy or sell based on messages but......)  I see that an S-3 form was sent out the other day.  I believe that there will be some major good news coming between now and earnings in early November. The share price will go above the 52 week high and then the company will do a small offering of additional shares. Remember our shares outstanding are less than 30 million so even if they dilute by offering lets say 5 million shares, we still only have less than 35 Million shares outstanding which is low.Full disclosure..I have 24K shares at an average of $10",Positive,1,0.999910831451416,Main
Yahoo,2024-10-15,"if we can get follow through for a second day  here.... we are going to start perking up for Q3... time is running out quickly for the short game, I&#39;m looking for a move back soon to $18-19 prior to Q3.... too much risk being caught off guard with a new press release prior to earnings for shorts and sellers",Neutral,0,0.9989684820175171,Main
Yahoo,2024-10-14,blockbuster Q3 coming up... chance to own under $17 is going to vanish possibly after today,Neutral,0,0.9971242547035217,Main
Yahoo,2024-10-12,"From Sept 13th to Sept 30th, short interest grew just under 20% from 3.2M to 3.8M.",Positive,1,0.9630662798881531,Main
Yahoo,2024-10-10,Low volume shakedown,Negative,-1,0.8074826598167419,Main
Yahoo,2024-10-08,starting to become last chances to buy this low... everything will change in a couple more weeks,Neutral,0,0.9955441355705261,Main
Yahoo,2024-10-07,"You can always count on the low, outstanding share count, to bring this down on very few shares.",Neutral,0,0.9376935958862305,Main
Yahoo,2024-10-07,what&#39;s funny is the market doesn&#39;t realize the smci news today reaffirms the insane growth in AI which is trickling down to inod as well.... the market would be smart to buy this company at the levels but they just don&#39;t know... I think Q3 blows the top off the roof,Positive,1,0.9810794591903687,Main
Yahoo,2024-10-07,drop that new contract/s news this week baby.... we know you got it,Neutral,0,0.993979811668396,Main
Yahoo,2024-10-04,"Ugly chart today. Powerful forces playing against longs. Scary. Volatility, thy name is INOD.",Negative,-1,0.41782814264297485,Main
Yahoo,2024-10-04,tip toeing to Q3 like whaaaaaa run &amp; hide little busters,Neutral,0,0.9997512698173523,Main
Yahoo,2024-10-02,"See you guys in November. Have alerts set for news and if pps drops below $12, but other than that it’s charades for the next 4-5 weeks.",Neutral,0,0.9934410452842712,Main
Yahoo,2024-10-01,Shakedown on low volume.,Negative,-1,0.997841477394104,Main
Yahoo,2024-09-30,Feels like shorts are starting to cover here and there. Bleeding out slowly instead of ripping the bandaid off. They know what’s coming in 5 weeks. Still have time to take it down again for a week or two but they know the inevitable.,Neutral,0,0.7758297324180603,Main
Yahoo,2024-09-30,"20 this week, options vol says 25 potential post-earnings glta.  Shorts made their last stand and are completely destroyed at this point.  MOAT around this biz is their customer base",Neutral,0,0.8589056730270386,Main
Yahoo,2024-09-30,Real Deal Holyfield,Neutral,0,0.9990026354789734,Main
Yahoo,2024-09-27,imagine Jack keeps all new contract announcements undee the lid and announces along with blockbuster earnings and guidance... will double overnight,Positive,1,0.9999985694885254,Main
Yahoo,2024-09-27,The price action on this baby is never boring. Liked it better a half hour or so though.,Neutral,0,0.8805415034294128,Main
Yahoo,2024-09-26,"whether there is a big announcement or not aside from their earnings growth and guidance.... you still got to play it like there will be one... chances are there will be one, we just won&#39;t know the timing of it... and if by chance there isn&#39;t one... earnings growth and guidance will still be spectacular",Neutral,0,0.5607442259788513,Main
Yahoo,2024-09-26,"Jack looks forward to earnings call…last time he destroyed the shorts, hopefully he does it again!",Neutral,0,0.9999887943267822,Main
Yahoo,2024-09-26,"I’ve been invested for years and have never seen INOD announce an earnings date before the close of the quarter. Jack is very conservative so if he is really looking forward to earnings report and CC, you better believe he has something already in hand. Please shorts, take this down to 10 before November so I can load up shares. Please!",Neutral,0,0.993472695350647,Main
Yahoo,2024-09-26,We&#39;re very much looking forward to our announcement and call on November 7th said Innodata&#39;s CEO.  I&#39;ve never heard Innodata&#39;s CEO say these words on prior earning announcements.,Neutral,0,0.9999977350234985,Main
Yahoo,2024-09-26,"Our CEO, Jack Abuhoff , just telegraphed an announcement before the conference call!",Neutral,0,0.9993488192558289,Main
Yahoo,2024-09-26,now that the earnings date is established... we can look forward to some news in October prior to it,Neutral,0,0.999998927116394,Main
Yahoo,2024-09-25,INOD is a joke company!,Neutral,0,0.9998873472213745,Main
Yahoo,2024-09-25,Wonder if this is bullish for Innodata? 😎Consulting firm Bain’s annual technology report on Wednesday projects that companies will need to make &#34;unprecedented levels of investment&#34; in technology infrastructure to stay on top of the artificial intelligence boom.,Negative,-1,0.9977241158485413,Main
Yahoo,2024-09-24,"Wow, nice finish!",Positive,1,0.9999878406524658,Main
Yahoo,2024-09-24,"Jack, hello???Anyone home at IR?",Neutral,0,0.9996060729026794,Main
Yahoo,2024-09-23,"I wouldn&#39;t be surprised if any of these brokerages deliberately orchestrated and used the hit piece to drop the price and load up and build a position before we take off again back to the 20&#39;s... today&#39;s move was interesting, let&#39;s see what happens tomorrow",Neutral,0,0.835317075252533,Main
Yahoo,2024-09-23,Trying to figure out where this 10% move could be coming from.  Here&#39;s  a note from last week &#34;Craig Hallum began coverage on Innodata in a research note on Tuesday. They set a &#34;buy&#34; rating and a $23.00 price objective on the stock.&#34;  What am I missing here?,Neutral,0,0.9999852180480957,Main
Yahoo,2024-09-23,could something be brewing this week?,Neutral,0,0.9999161958694458,Main
Yahoo,2024-09-23,patience is the key here!!,Neutral,0,0.9827246069908142,Main
Yahoo,2024-09-23,"good to see us gain some ground back, undervalued gem.... only a matter of time until we get some more news and Q3 growth confirmations",Positive,1,0.9999992847442627,Main
Yahoo,2024-09-23,Chaos chaos chaos for this little microcap. Just wild.,Neutral,0,0.9956809282302856,Main
Yahoo,2024-09-22,Blackrock owns 1.9 million shares or 6.5% of Innodata shares.  Vanguard owns 1.5 million shares or 5.1% of all shares.  Wells Fargo recently increased Innodata&#39;s line of credit to $50 million.  I tend to trust these firms and Innodata&#39;s audited financials over short JCapital&#39;s misleading report for profit or brain dead Karls worthless due diligence.,Neutral,0,0.9973214268684387,Main
Yahoo,2024-09-22,Karl is a bacteria,Neutral,0,0.9928072690963745,Main
Yahoo,2024-09-21,"Here is where we stand with tax policy:Kamala Harris and Biden together stated last winter that they would liketo tax long-term capital gains as &#34;ordinary income&#34;. So, an INOD investorin a 24% tax bracket selling his stock would be taxed $2,400 instead of$1,500 for his $10,000 capital gain.But Harris/Biden also don&#39;t like Trump&#39;s 2017 tax cuts, so letting themexpire next year would turn a 24% marginal tax bracket into a 28% taxbracket and the stock sale would be taxed $2,800. That would almostDOUBLE it! Mr. Trump likes the LT gain tax right where it is at 15%.Harris/Biden have also stated that the top corporate tax rate (the one thataffects INOD the most) should be increased from 21% currently to 28%, anincrease of 33% on this company that would certainly hurt it&#39;s performanceand stock price.Mr. Trump wants to reduce the corporate rate from 21% to 15%. Like the LTgain tax proposals, Harris wants the rate almost DOUBLE what Mr. Trumpwants it to be.Harris also wants to tax un-realized gains for higher income investors.Kamala Harris has always been anti-business/anti-investor. Her presidencywould be bad for the market and bad for INOD. It&#39;s not investors like us whowould be electing her. It&#39;s people like Taylor Swift fans who have no ideawhat Harris has in mind to do to us.And it&#39;s not like Harris wants people to know. She absolutely refuses to doa news conference.",Neutral,0,0.9993770718574524,Main
Yahoo,2024-09-21,"Wells Fargo $50 million line of credit, SEC filings, audited financials, no insider sales and 6 years of sales growth speaks volumes.  Wells Fargo did their due diligence in increasing Innodata&#39;s line of credit.  JCapital and lying Karl also claim they did their due diligence. JCapital report makes all sorts of claims of worldwide fraud.  If there was any fraud, Well&#39;s Fargo would not have increased the line of credit, the SEC would have already jailed Innodata&#39;s management and insiders would have all bailed at higher prices.  Who&#39;s ever heard of JCapital?  JCapital&#39;s report has disclaimers about what&#39;s in their report that&#39;s miles long.  JCapital&#39;s report is a fraud to decrease Innodata&#39;s stock price for profit.",Neutral,0,0.9991776347160339,Main
Yahoo,2024-09-21,"I found the J Capital report to be amateurish with many mistakes.  But the conclusion they reached is the same as when I did my DD and decided this company is a hype machine.  I purchased puts when the stock was around $20.  I see single digits soon.  Gosuko and Elidiot will say the same tired tune of how it&#39;s just great that you can buy it cheaper.  They&#39;ll never admit they were wrong.  People of lower IQ tend to gravitate towards each other.  This board is proof.  I don&#39;t think I&#39;ll return, though I&#39;ll enjoy my profits.  Thanks guys.",Positive,1,0.6276788115501404,Main
Yahoo,2024-09-20,great result  on a triple witched hit piece day.  Back to $16  next week.,Positive,1,0.9999998807907104,Main
Yahoo,2024-09-20,sent management an email requesting them to respond to these losers.... either way Q3 earnings will tell the story moving forward,Neutral,0,0.9981951117515564,Main
Yahoo,2024-09-20,"I thought a new hit piece was highly predictable, and I said as much a couple of days ago. Surely Jack is prepared to respond this time around. The only way to discourage a bully is to punch him in the face. Jack, we look forward to the punch.",Neutral,0,0.8322197794914246,Main
Yahoo,2024-09-20,"JCapitals report claims that Innodata&#39;s largest customer Facebook (my guess is its Google) never heard of Innodata.  Innodata&#39;s insiders would have sold most of their shares if anything in this lying report was true.  Check this out yourself.  Once on JCapital&#39;s website, you&#39;ll see a disclaimers a mile long followed by another long disclaimer.",Neutral,0,0.9996985197067261,Main
Yahoo,2024-09-20,Wolf Research put out an extremely deceptive hit piece on Innodata last year.  JCapital Research put out a similar hit piece this morning.  Both companies appear to be run by the same people.  A popular website seeking....  shows JCapital hasn&#39;t put out a report since the year 2018.  I&#39;ve researched both reports and feel extremely confident that these report are false from beginning to end.  JCapitals website has a disclaimer a mile long regarding their false report.,Positive,1,0.9999854564666748,Main
Yahoo,2024-09-20,"Another short attack, my gut is allowing a bunch of existing shorts to cover",Neutral,0,0.9992251396179199,Main
Yahoo,2024-09-20,"Jack,C’mon man we’re bleeding out. 🩸🩸🩸",Negative,-1,0.99916672706604,Main
Yahoo,2024-09-19,14.53 by EOD 09/19/24....,Neutral,0,0.9993764758110046,Main
Yahoo,2024-09-19,watch the head fake in the AM To green,Neutral,0,0.9997389912605286,Main
Yahoo,2024-09-19,So....Simply Wall Street got it right last week with article on intrinsic value being closer to $12.  Zack&#39;s and Motley Fool 100% wrong as usual.  It is important for folks to know that Zack&#39;s and Motley Fool fudge their numbers and you may be better off asking your child for advice.,Neutral,0,0.9999207258224487,Main
Yahoo,2024-09-19,So this nose dives 10% since yesterday....on what?,Neutral,0,0.9997015595436096,Main
Yahoo,2024-09-19,"only stock of mine in the red PM, and I recently purchased at 14$ average.. hope it won&#39;t be a stalemate lagger!!",Neutral,0,0.9999346733093262,Main
Yahoo,2024-09-19,"Where is motley fool and Zacks now?  Just a week ago they touted the beauty and future of this fabulous stock, and look, it is crashing... says a lot about them eh?",Neutral,0,0.9999091625213623,Main
Yahoo,2024-09-19,dumping this garbage first thing this morning.  Cannot believe what a horrible investment and during the window when everything else is going up.  total loss,Negative,-1,0.995621383190155,Main
Yahoo,2024-09-19,total collapse,Neutral,0,0.9991633892059326,Main
Yahoo,2024-09-18,"Am out, brutal daytrade today even tho I bot 14.25 rode it down.  The only way to trade this is on earnings.  Brutal name to trade",Neutral,0,0.9999370574951172,Main
Yahoo,2024-09-18,So not glad I bought $100k at $18. I’m holding thru next year but this is ridiculous. Should have known with the mid year bump all ready past.,Neutral,0,0.9965351819992065,Main
Yahoo,2024-09-18,Lol the market is rigged. Don’t really care in the short term but today proves that market is a complete crap shoot in the short term. Could be up or down a dollar tomorrow for no reason.,Neutral,0,0.9055600166320801,Main
Yahoo,2024-09-18,Rest of the russell up up and away. No idea why inod is not participating,Neutral,0,0.9984079003334045,Main
Yahoo,2024-09-18,Its up over 1000% for the last 5 years.... &#34;Chill Daddy!&#34;,Neutral,0,0.9970216155052185,Main
Yahoo,2024-09-18,Short sellers in control amazing,Neutral,0,0.9971848130226135,Main
Yahoo,2024-09-18,Wow,Neutral,0,0.9954280853271484,Main
Yahoo,2024-09-18,early sellers of today are going to feel bad in the coming weeks.... better buy back while you can,Negative,-1,0.9744585752487183,Main
Yahoo,2024-09-18,there&#39;s got to be news in the horizon... they are trying to shake the tree hard after yesterday&#39;s new coverage initiation,Neutral,0,0.9991164803504944,Main
Yahoo,2024-09-18,what causes this sudden drop?  I did not see any news?  Shorts?,Negative,-1,0.9781227707862854,Main
Yahoo,2024-09-18,I’ve lived through an INOD collapse like this before and it was brutal. Hard to believe certain shareholders are actually happy when the price goes down. Makes me question their real motives. Hoping that a turnaround starts today with the Fed meeting.,Negative,-1,0.9997394680976868,Main
Yahoo,2024-09-17,Craig Hallum Invesment Bank initiates coverage of INOD w. buy rating and $23 PT.,Positive,1,0.9998847246170044,Main
Yahoo,2024-09-16,Rome wasn&#39;t built in a day. I submit that the complaining here is largely by traders that are underwater in their most recent trade after hitting it out of the park on their previous ten INOD trades. Those who know what they own have nothing to complain about.,Neutral,0,0.9791117906570435,Main
Yahoo,2024-09-16,"Jack, c’mon man.Say something, anything!!",Negative,-1,0.6160597205162048,Main
Yahoo,2024-09-13,$50+ in the next couple quarters,Neutral,0,0.9997249245643616,Main
Yahoo,2024-09-13,Short interest went from 2.96M to just over 3.6M from beginning to end of August. Powder keg with news. What are these shorts thinking? Genuine question.,Neutral,0,0.992988646030426,Main
Yahoo,2024-09-12,me thinks announcement next week,Neutral,0,0.9999954700469971,Main
Yahoo,2024-09-11,Should rip from here into year-end 25 tgt,Neutral,0,0.999946117401123,Main
Yahoo,2024-09-10,looking to see the turn around soon,Neutral,0,0.999727189540863,Main
Yahoo,2024-09-10,Gukaso! Hey girl stay short make money! You go girlie!,Neutral,0,0.9927400946617126,Main
Yahoo,2024-09-09,"It’s simple. We aren’t going anywhere until news. New agreements or expanded relationships with existing customers. Even a simple, we’ve are having a strong third quarter and momentum is continuing into the 4th quarter.",Positive,1,1.0,Main
Yahoo,2024-09-10,"Gukaso, hey girlie are you still short...making big money, huh!",Neutral,0,0.94415682554245,Main
Yahoo,2024-09-06,"My puts are doing well.  I see a dozen yellow flags with this company.  Of course Elliott will say I didn’t listen to the conference call.  Smart guy.  I bring up the average salary versus other AI firms and instead of an actual discussion says they hire PHDs.  I think every company has a few bright guy.  Doesn’t change the concern.  Highly unlike to hit single digits?  Your predictive skills are not good.  It is extremely likely to hit single digits.  You all keep buying, you can will it up to $40 with Gusako holding the pom poms.  The problem with fools is they never stop and question their mistakes.  GL, you’ll need it.  Oh and you mention GHL board a year ago, yep I nailed it and made a ton.  Maybe I’m just lucky.  I’ll stop back by after next earnings miss.",Negative,-1,0.8118605613708496,Main
Yahoo,2024-09-05,"No news, 2-8% drops per day after day.Ugh!",Neutral,0,0.9999932050704956,Main
Yahoo,2024-09-04,"Almost at that 420M market cap. Will add to long position if we hit it. JMO. Bargain shopping, this share price will be a distant memory in the coming quarters as we move higher.",Neutral,0,0.8981200456619263,Main
Yahoo,2024-09-04,"Bought more today for September swing trade.Of course, Holding long-term core position.",Neutral,0,0.7330557107925415,Main
Yahoo,2024-09-03,"Gukaso, how are you doing...still short girlie...lol",Neutral,0,0.9993984699249268,Main
Yahoo,2024-09-02,"bullish SA article out over the weekend...
Innodata: Hitting A Potential Inflection Point",Positive,1,0.9999998807907104,Main
Yahoo,2024-09-01,great week ahead to make an announcement,Positive,1,0.982915997505188,Main
Yahoo,2024-08-30,Nice finish.,Positive,1,0.9999920129776001,Main
Yahoo,2024-08-30,140M (revenue) x 3 (multiple) = 420MThat’s the lowest I think we go without news or a catalyst.,Negative,-1,0.9998664855957031,Main
Yahoo,2024-08-29,Another odd day. Snatched up more  shares at day- end but would rather have seen the price not plummet.,Negative,-1,0.9906540513038635,Main
Yahoo,2024-08-28,"Gukaso, how are you doing girlie?  Did you make money today?",Neutral,0,0.9987820982933044,Main
Yahoo,2024-08-28,"Okay, I bought more in this dip. What do you think?",Neutral,0,0.9924890995025635,Main
Yahoo,2024-08-28,perfect play  before nvidia earnings.  Big boys can fill their boots after hours if nvidia confirm AI  is a go.,Neutral,0,0.9940589666366577,Main
Yahoo,2024-08-27,Pop!,Neutral,0,0.9961470365524292,Main
Yahoo,2024-08-27,some kind of new announcement this week would be well timed,Neutral,0,0.9999046325683594,Main
Yahoo,2024-08-27,come reckon deeeeez baby girl,Neutral,0,0.9999306201934814,Main
Yahoo,2024-08-27,getting ready to explode once Nvidia confirms AI growth is through the roof,Negative,-1,0.8414320349693298,Main
Yahoo,2024-08-27,will be over 20 by end of week,Neutral,0,0.9999665021896362,Main
Yahoo,2024-08-25,jim you&#39;re in big trouble this week... AI news is going to slap you silly like you&#39;ve never experienced... enjoy but don&#39;t say I didn&#39;t warn ya baby girl... remember it&#39;s your miserable world,Negative,-1,0.8475897908210754,Main
Yahoo,2024-08-25,"Gukaso, you go girl...keep pumping but I know you&#39;re a closet short...you go girl!!!",Neutral,0,0.9993663430213928,Main
Yahoo,2024-08-24,"Genius Jim claims he can&#39;t sell his 100 shares because Inod is illiquid.  Interesting that hundred&#39;s of thousands of Innodata shares trade hands everyday, but Genius Jim can&#39;t sell his 100.  We all better worry because once Genius Jim dumps his 100 shares, Innodata&#39;s stock might plunge like it&#39;s the crash of 29.",Negative,-1,0.6112464666366577,Main
Yahoo,2024-08-23,"lol jimbo the broke joke sticks his tip out again... your whole life is an illiquid mouse trap... and you&#39;ve trapped yourself for good, we love to see it you pathetic gerbil.... have a great weekend you really need it loooooool",Neutral,0,0.9418038129806519,Main
Yahoo,2024-08-23,Innodata is an illiquid mouse trap...you can get in but you can&#39;t get out...trade only on news otherwise stay away except Gukaso...you go girl!,Neutral,0,0.9998582601547241,Main
Yahoo,2024-08-23,lol ;),Neutral,0,0.9947978258132935,Main
Yahoo,2024-08-23,"wait and see what a positive nvda report next week will do to this stock, coupled with the fact that rates are now set to drop in September..... booyakasha",Neutral,0,0.7971530556678772,Main
Yahoo,2024-08-23,lol &#34;dramatic&#34; I&#39;m convinced baby girl jimbo is on some kind of drugs now day to day and we are all here to see it and laugh.... do you baby boo ;),Neutral,0,0.9999420642852783,Main
Yahoo,2024-08-23,Dramatic sell off the highs...nervous Nelly&#39;s like Gukaso keep selling...you go girl!,Neutral,0,0.9957122802734375,Main
Yahoo,2024-08-23,Low volume indicates no interest and no confidence...,Negative,-1,0.9970494508743286,Main
Yahoo,2024-08-23,Just wild in both directions. One more week and then 2/3 through the quarter. Would he nice to get an announcement in a week or two affirming rapid growth and our new or expanded contracts.,Positive,1,0.9999998807907104,Main
Yahoo,2024-08-23,jimbo slice(d) and we haven&#39;t even begun yet lol,Neutral,0,0.9987384676933289,Main
Yahoo,2024-08-23,jimbo baby I&#39;m really in your head every day huh... good can&#39;t wait until the surprise I have for you... it will be Daddy&#39;s gift to his baby girl... might buy you a couple shares to save you from homelessness,Neutral,0,0.9993842840194702,Main
Yahoo,2024-08-23,Hey girly did you just buy those 2 shares...Gukaso getting hot...,Neutral,0,0.9964748024940491,Main
Yahoo,2024-08-23,jimbo... you didn&#39;t do anything today... you go baby girl lol I can&#39;t wait until you lose your mind soon enough,Neutral,0,0.9481478333473206,Main
Yahoo,2024-08-23,Gukaso you did well today...you go girl!,Neutral,0,0.630086362361908,Main
Yahoo,2024-08-22,lol only thing jimbo is banking on is the markets tanking which will not be happening... you&#39;re about to get sliced in September and we can all watch and laugh on the up days how you show up and pout like a little cry baby... oh no I can&#39;t take it anymore this is so crazy looool what a living square you are,Neutral,0,0.9999434947967529,Main
Yahoo,2024-08-22,I&#39;m thinking under $12 should be a fair exit point...patience will get us there...,Neutral,0,0.9965465664863586,Main
Yahoo,2024-08-22,Looking good...I see Gukaso is selling today...A timid holder for sure...,Neutral,0,0.9932551383972168,Main
Yahoo,2024-08-22,jimbo get lost kid,Neutral,0,0.9446535706520081,Main
Yahoo,2024-08-22,Oh no! Up again! This is insane... 🛑 the madness!!!,Neutral,0,0.9915294647216797,Main
Yahoo,2024-08-22,wow nasdaq almost .5% pre market.  inod may  get lifted on a higher broader market. $19  at close.,Neutral,0,0.9998781681060791,Main
Yahoo,2024-08-22,lol jimbo making a fool out of himself trying to pocket watch others... what you &#34;think&#34; I have makes no difference to me in the real world but it does show how worried you are that this is heading higher soon,Neutral,0,0.983744204044342,Main
Yahoo,2024-08-21,I wonder if Gukaso will resume his buying as he adds to his 100 share position...,Neutral,0,0.9939149022102356,Main
Yahoo,2024-08-21,lol jimbo look at the 1 year chart... and keep letting everyone laugh at you who reads your rookie posts,Neutral,0,0.9999727010726929,Main
Yahoo,2024-08-21,Volume is pathetically low..all momentum has ceased since Gukaso curbed his buying...LOL,Negative,-1,0.9997559189796448,Main
Yahoo,2024-08-21,bahahahahahahahaha jimbo posted 6 hours ago and vanished after looking like a rookie... not even an amateur,Neutral,0,0.9999790191650391,Main
Yahoo,2024-08-21,Markets are volatile and  Innodata&#39;s timid shareholders scramble for the exit doors... watch out below...,Negative,-1,0.9970003962516785,Main
Yahoo,2024-08-21,"Manipulation, Accumulation, Building a new base..",Neutral,0,0.9992166757583618,Main
Yahoo,2024-08-21,"Not going to lie, kind of hope they take share price down to 15s so I can buy more. Will be mid 20s in a few months or less.",Neutral,0,0.9887502789497375,Main
Yahoo,2024-08-20,lol jimbo really what planet do you live on?,Neutral,0,0.9998693466186523,Main
Yahoo,2024-08-20,The market turns red and INOD longs run for  the exit doors...shows how little faith they have and that&#39;s why a great collapse is on the way...,Negative,-1,0.5128441452980042,Main
Yahoo,2024-08-20,Lol this is so wild…,Neutral,0,0.9881942272186279,Main
Yahoo,2024-08-20,Looking good....,Positive,1,0.9971537590026855,Main
Yahoo,2024-08-20,"jimbo the whole market and almost every stock is down,  it&#39;s not specific... but keep dreaming lol",Neutral,0,0.9831756353378296,Main
Yahoo,2024-08-20,Bye bye American pie...,Neutral,0,0.8203951716423035,Main
Yahoo,2024-08-20,$30 is coming...,Neutral,0,0.9999994039535522,Main
Yahoo,2024-08-20,12 is coming...,Neutral,0,0.9999992847442627,Main
Yahoo,2024-08-20,Oh no!!!  Stop the nonsense now! This is insane...,Neutral,0,0.9977086782455444,Main
Yahoo,2024-08-20,"jim, you&#39;re a broke joke kid... nobody cares about your fairy tales... but I will be getting at you in due time... only thing is you will have vanished for good when I do, I already know this",Neutral,0,0.9942095279693604,Main
Yahoo,2024-08-20,Gukaso as you take your jabs at me let me remind you that a reckoning is coming...be ready...,Neutral,0,0.9999761581420898,Main
Yahoo,2024-08-19,"These are Jim’s words this morning!
Now this is pathetic!   He told us it would crash today and now he changes his story to sell before we loose all our gains!

Good Morning Gukaso and Good Morning Everyone...
Is everybody ready for a good drubbing today...watch and see...",Neutral,0,0.8587662577629089,Main
Yahoo,2024-08-19,Is that you selling Gukaso?,Neutral,0,0.9987718462944031,Main
Yahoo,2024-08-19,Sell before you lose all the days gains...,Negative,-1,0.8143078684806824,Main
Yahoo,2024-08-19,OUCH!!!,Neutral,0,0.9632464647293091,Main
Yahoo,2024-08-19,"What does everyone make of the volatility whether up or down? MMs, options trading, relatively small market cap so easy to influence, day traders?Like most here, the day to day movement is largely irrelevant as we are looking long term, but it’s certainly interesting.",Neutral,0,0.9417651295661926,Main
Yahoo,2024-08-19,Sell before the bottom falls out...Selllll....,Negative,-1,0.9558083415031433,Main
Yahoo,2024-08-19,"these cheap prices will not be sustained for too much longer, Q3 &amp; Q4 will be magnificent",Negative,-1,0.9999991655349731,Main
Yahoo,2024-08-19,Jim is getting drubbed and wants the whole board to know... who&#39;s doing your drubbing is it inod or your boyfriend jim?,Neutral,0,0.9999417066574097,Main
Yahoo,2024-08-19,"Good Morning Gukaso and Good Morning Everyone...
Is everybody ready for a good drubbing today...watch and see...",Neutral,0,0.9240410327911377,Main
Yahoo,2024-08-18,jimbo you&#39;re the only scam in town here... can&#39;t wait for you to get destroyed it&#39;s going to be soon :),Neutral,0,0.9996341466903687,Main
Yahoo,2024-08-17,After market trading  of 1 or 2 shares on the buy side are meaningless and you scammers are well aware of it yet you persist in trying to lure in novest investors....,Neutral,0,0.9984787106513977,Main
Yahoo,2024-08-17,This pump &amp; dump is overdue for a good drubbing...keep this in mind for future reference...,Neutral,0,0.9305600523948669,Main
Yahoo,2024-08-16,"Jim,I wanted to take a moment and thank you, Jim.I’m selling all my shares today, because of your insightful and knowledgeable information regarding Innodata .Once again, thank you so much for being a ……(fill in the blank)!",Positive,1,0.9549858570098877,Main
Yahoo,2024-08-16,The day is young....keep the faith.,Neutral,0,0.9999898672103882,Main
Yahoo,2024-08-16,The day is far from over...,Neutral,0,0.999667763710022,Main
Yahoo,2024-08-16,"someone help jim, he thinks he knows a thing or two about stocks, growth &amp; AI... it&#39;s hilarious and embarrassing all at the same time lol",Neutral,0,0.9998747110366821,Main
Yahoo,2024-08-16,Be prepared for good drubbing today or pay the consequences...,Neutral,0,0.988849401473999,Main
Yahoo,2024-08-15,"they stole a ton of shares this past week, now watch the gradual move back up in anticipation of news for a next major leg up",Negative,-1,0.722361147403717,Main
