Ticker,Company Name,Industry,Sector,X-Spot-Id,X-Post-Id,Conversation Id
CHKP,Check Point Software Technologies Ltd.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$26399,sp_Rba9aFpG_finmb$26399
NTNX,"Nutanix, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$126751161,sp_Rba9aFpG_finmb$126751161
GEN,Gen Digital Inc.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$35000,sp_Rba9aFpG_finmb$35000
AFRM,"Affirm Holdings, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$695381746,sp_Rba9aFpG_finmb$695381746
VRSN,"VeriSign, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$36216,sp_Rba9aFpG_finmb$36216
TWLO,Twilio Inc.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$53507768,sp_Rba9aFpG_finmb$53507768
FFIV,"F5, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$90323,sp_Rba9aFpG_finmb$90323
CYBR,CyberArk Software Ltd.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$64782764,sp_Rba9aFpG_finmb$64782764
AKAM,"Akamai Technologies, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$24522,sp_Rba9aFpG_finmb$24522
OKTA,"Okta, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$109373551,sp_Rba9aFpG_finmb$109373551
WIX,Wix.com Ltd.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$49548455,sp_Rba9aFpG_finmb$49548455
DOX,Amdocs Limited,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$24686,sp_Rba9aFpG_finmb$24686
GTLB,GitLab Inc.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$286753997,sp_Rba9aFpG_finmb$286753997
KVYO,"Klaviyo, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$310103275,sp_Rba9aFpG_finmb$310103275
CFLT,"Confluent, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$276431142,sp_Rba9aFpG_finmb$276431142
ALTR,Altair Engineering Inc.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$4787964,sp_Rba9aFpG_finmb$4787964
FOUR,"Shift4 Payments, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$22308082,sp_Rba9aFpG_finmb$22308082
S,"SentinelOne, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$243722644,sp_Rba9aFpG_finmb$243722644
DBX,"Dropbox, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$49093148,sp_Rba9aFpG_finmb$49093148
RBRK,"Rubrik, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$289284240,sp_Rba9aFpG_finmb$289284240
INFA,Informatica Inc.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$313012642,sp_Rba9aFpG_finmb$313012642
WEX,WEX Inc.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$36731,sp_Rba9aFpG_finmb$36731
OS,"OneStream, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$422612625,sp_Rba9aFpG_finmb$422612625
HCP,"HashiCorp, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$279567500,sp_Rba9aFpG_finmb$279567500
PATH,UiPath Inc.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$343303132,sp_Rba9aFpG_finmb$343303132
VRNS,"Varonis Systems, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$21813301,sp_Rba9aFpG_finmb$21813301
ACIW,"ACI Worldwide, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$35695,sp_Rba9aFpG_finmb$35695
QLYS,"Qualys, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$125618,sp_Rba9aFpG_finmb$125618
TENB,"Tenable Holdings, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$369965505,sp_Rba9aFpG_finmb$369965505
BOX,"Box, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$23245928,sp_Rba9aFpG_finmb$23245928
CORZ,"Core Scientific, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$575837243,sp_Rba9aFpG_finmb$575837243
ZETA,Zeta Global Holdings Corp.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$712701220,sp_Rba9aFpG_finmb$712701220
PAY,"Paymentus Holdings, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$713430507,sp_Rba9aFpG_finmb$713430507
RELY,"Remitly Global, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$142458416,sp_Rba9aFpG_finmb$142458416
CLBT,Cellebrite DI Ltd.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$6939353,sp_Rba9aFpG_finmb$6939353
PAYO,Payoneer Global Inc.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$33370862,sp_Rba9aFpG_finmb$33370862
DOCN,"DigitalOcean Holdings, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$419283817,sp_Rba9aFpG_finmb$419283817
AVPT,"AvePoint, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$30118868,sp_Rba9aFpG_finmb$30118868
STNE,StoneCo Ltd.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$584499446,sp_Rba9aFpG_finmb$584499446
FIVN,"Five9, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$6491418,sp_Rba9aFpG_finmb$6491418
PRGS,Progress Software Corporation,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$33351,sp_Rba9aFpG_finmb$33351
DLO,DLocal Limited,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$713791956,sp_Rba9aFpG_finmb$713791956
TDC,Teradata Corporation,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$97999,sp_Rba9aFpG_finmb$97999
APPN,Appian Corporation,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$6512739,sp_Rba9aFpG_finmb$6512739
RPD,"Rapid7, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$22790600,sp_Rba9aFpG_finmb$22790600
PAGS,PagSeguro Digital Ltd.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$547797906,sp_Rba9aFpG_finmb$547797906
ODD,Oddity Tech Ltd.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$631253332,sp_Rba9aFpG_finmb$631253332
SWI,SolarWinds Corporation,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$10004874,sp_Rba9aFpG_finmb$10004874
AVDX,"AvidXchange Holdings, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$468304,sp_Rba9aFpG_finmb$468304
CALX,"Calix, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$642230,sp_Rba9aFpG_finmb$642230
RAMP,"LiveRamp Holdings, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$24292,sp_Rba9aFpG_finmb$24292
NN,NextNav Inc.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$108517188,sp_Rba9aFpG_finmb$108517188
CSGS,"CSG Systems International, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$27223,sp_Rba9aFpG_finmb$27223
NTCT,"NetScout Systems, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$32039,sp_Rba9aFpG_finmb$32039
ZUO,"Zuora, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$40383930,sp_Rba9aFpG_finmb$40383930
VRNT,Verint Systems Inc.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$1717518,sp_Rba9aFpG_finmb$1717518
GB,Global Blue Group Holding AG,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$576249691,sp_Rba9aFpG_finmb$576249691
PSFE,Paysafe Limited,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$557356178,sp_Rba9aFpG_finmb$557356178
YEXT,"Yext, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$59320819,sp_Rba9aFpG_finmb$59320819
BASE,"Couchbase, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$99803114,sp_Rba9aFpG_finmb$99803114
GCT,GigaCloud Technology Inc.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$1789177587,sp_Rba9aFpG_finmb$1789177587
AIOT,"PowerFleet, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$238361,sp_Rba9aFpG_finmb$238361
SCWX,SecureWorks Corp.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$309318871,sp_Rba9aFpG_finmb$309318871
EXOD,"Exodus Movement, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$648358747,sp_Rba9aFpG_finmb$648358747
PGY,Pagaya Technologies Ltd.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$716669374,sp_Rba9aFpG_finmb$716669374
OSPN,OneSpan Inc.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$385488,sp_Rba9aFpG_finmb$385488
PRTH,"Priority Technology Holdings, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$409550498,sp_Rba9aFpG_finmb$409550498
BAND,Bandwidth Inc.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$1054561,sp_Rba9aFpG_finmb$1054561
CGNT,Cognyte Software Ltd.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$689699538,sp_Rba9aFpG_finmb$689699538
CCSI,"Consensus Cloud Solutions, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$1678014439,sp_Rba9aFpG_finmb$1678014439
LSAK,"Lesaka Technologies, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$4494391,sp_Rba9aFpG_finmb$4494391
BLZE,"Backblaze, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$106486370,sp_Rba9aFpG_finmb$106486370
TCX,Tucows Inc.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$1342547,sp_Rba9aFpG_finmb$1342547
ATGL,Alpha Technology Group Limited,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$1848266820,sp_Rba9aFpG_finmb$1848266820
SNCR,"Synchronoss Technologies, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$738400,sp_Rba9aFpG_finmb$738400
BKKT,"Bakkt Holdings, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$596916833,sp_Rba9aFpG_finmb$596916833
ARQQ,Arqit Quantum Inc.,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$598954721,sp_Rba9aFpG_finmb$598954721
KPLT,"Katapult Holdings, Inc.",Software Infrastructure,Technology,sp_Rba9aFpG,finmb$237680861,sp_Rba9aFpG_finmb$237680861
VHC,VirnetX Holding Corporation,Software Infrastructure,Technology,sp_Rba9aFpG,finmb$31231670,sp_Rba9aFpG_finmb$31231670
AAPL,Apple Inc.,Consumer Electronics,Technology,sp_Rba9aFpG,finmb$27444752,sp_Rba9aFpG_finmb$27444752
VZIO,VIZIO Holding Corp.,Consumer Electronics,Technology,sp_Rba9aFpG,finmb$27650657,sp_Rba9aFpG_finmb$27650657
HEAR,Turtle Beach Corporation,Consumer Electronics,Technology,sp_Rba9aFpG,finmb$851282,sp_Rba9aFpG_finmb$851282
VOXX,VOXX International Corporation,Consumer Electronics,Technology,sp_Rba9aFpG,finmb$252862,sp_Rba9aFpG_finmb$252862
UEIC,Universal Electronics Inc.,Consumer Electronics,Technology,sp_Rba9aFpG,finmb$36038,sp_Rba9aFpG_finmb$36038
KOSS,Koss Corporation,Consumer Electronics,Technology,sp_Rba9aFpG,finmb$283448,sp_Rba9aFpG_finmb$283448
NOW,"ServiceNow, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$22967487,sp_Rba9aFpG_finmb$22967487
INTU,Intuit Inc.,Software Application,Technology,sp_Rba9aFpG,finmb$21171,sp_Rba9aFpG_finmb$21171
UBER,"Uber Technologies, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$144524848,sp_Rba9aFpG_finmb$144524848
ADP,"Automatic Data Processing, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$126269,sp_Rba9aFpG_finmb$126269
APP,AppLovin Corporation,Software Application,Technology,sp_Rba9aFpG,finmb$231651802,sp_Rba9aFpG_finmb$231651802
CDNS,"Cadence Design Systems, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$25941,sp_Rba9aFpG_finmb$25941
MSTR,MicroStrategy Incorporated,Software Application,Technology,sp_Rba9aFpG,finmb$384976,sp_Rba9aFpG_finmb$384976
WDAY,"Workday, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$23815047,sp_Rba9aFpG_finmb$23815047
ADSK,"Autodesk, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$119902,sp_Rba9aFpG_finmb$119902
TEAM,Atlassian Corporation,Software Application,Technology,sp_Rba9aFpG,finmb$253891410,sp_Rba9aFpG_finmb$253891410
TTD,"The Trade Desk, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$99942756,sp_Rba9aFpG_finmb$99942756
FICO,Fair Isaac Corporation,Software Application,Technology,sp_Rba9aFpG,finmb$270427,sp_Rba9aFpG_finmb$270427
PAYX,"Paychex, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$295368,sp_Rba9aFpG_finmb$295368
DDOG,"Datadog, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$134521275,sp_Rba9aFpG_finmb$134521275
SNOW,Snowflake Inc.,Software Application,Technology,sp_Rba9aFpG,finmb$275004592,sp_Rba9aFpG_finmb$275004592
HUBS,"HubSpot, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$27629813,sp_Rba9aFpG_finmb$27629813
ANSS,"ANSYS, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$24893,sp_Rba9aFpG_finmb$24893
TYL,"Tyler Technologies, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$309821,sp_Rba9aFpG_finmb$309821
ZM,"Zoom Video Communications, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$223236753,sp_Rba9aFpG_finmb$223236753
SSNC,"SS&C Technologies Holdings, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$34709,sp_Rba9aFpG_finmb$34709
MANH,"Manhattan Associates, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$382975,sp_Rba9aFpG_finmb$382975
DOCU,"DocuSign, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$9817309,sp_Rba9aFpG_finmb$9817309
GWRE,"Guidewire Software, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$2829085,sp_Rba9aFpG_finmb$2829085
DT,"Dynatrace, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$628406634,sp_Rba9aFpG_finmb$628406634
AZPN,"Aspen Technology, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$1764045729,sp_Rba9aFpG_finmb$1764045729
BSY,"Bentley Systems, Incorporated",Software Application,Technology,sp_Rba9aFpG,finmb$25514,sp_Rba9aFpG_finmb$25514
DUOL,"Duolingo, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$210235568,sp_Rba9aFpG_finmb$210235568
MNDY,monday.com Ltd.,Software Application,Technology,sp_Rba9aFpG,finmb$25514,sp_Rba9aFpG_finmb$25514
PAYC,"Paycom Software, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$254225545,sp_Rba9aFpG_finmb$254225545
PCTY,Paylocity Holding Corporation,Software Application,Technology,sp_Rba9aFpG,finmb$254957567,sp_Rba9aFpG_finmb$254957567
PCOR,"Procore Technologies, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$29510794,sp_Rba9aFpG_finmb$29510794
ESTC,Elastic N.V.,Software Application,Technology,sp_Rba9aFpG,finmb$224101504,sp_Rba9aFpG_finmb$224101504
BILL,"BILL Holdings, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$37326955,sp_Rba9aFpG_finmb$37326955
APPF,"AppFolio, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$44299616,sp_Rba9aFpG_finmb$44299616
SMAR,Smartsheet Inc.,Software Application,Technology,sp_Rba9aFpG,finmb$34978780,sp_Rba9aFpG_finmb$34978780
CWAN,"Clearwater Analytics Holdings, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$1679676647,sp_Rba9aFpG_finmb$1679676647
LYFT,"Lyft, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$58995029,sp_Rba9aFpG_finmb$58995029
PEGA,Pegasystems Inc.,Software Application,Technology,sp_Rba9aFpG,finmb$350216,sp_Rba9aFpG_finmb$350216
CVLT,"Commvault Systems, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$26789,sp_Rba9aFpG_finmb$26789
U,Unity Software Inc.,Software Application,Technology,sp_Rba9aFpG,finmb$241908542,sp_Rba9aFpG_finmb$241908542
SPSC,"SPS Commerce, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$34696,sp_Rba9aFpG_finmb$34696
QXO,"QXO, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$9794870,sp_Rba9aFpG_finmb$9794870
QTWO,"Q2 Holdings, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$44263730,sp_Rba9aFpG_finmb$44263730
WK,Workiva Inc.,Software Application,Technology,sp_Rba9aFpG,finmb$75963230,sp_Rba9aFpG_finmb$75963230
SRAD,Sportradar Group AG,Software Application,Technology,sp_Rba9aFpG,finmb$1677875322,sp_Rba9aFpG_finmb$1677875322
FRSH,Freshworks Inc.,Software Application,Technology,sp_Rba9aFpG,finmb$143783433,sp_Rba9aFpG_finmb$143783433
NCNO,"nCino, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$226872615,sp_Rba9aFpG_finmb$226872615
IDCC,"InterDigital, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$280910,sp_Rba9aFpG_finmb$280910
INTA,"Intapp, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$36385735,sp_Rba9aFpG_finmb$36385735
ALIT,"Alight, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$602501270,sp_Rba9aFpG_finmb$602501270
BLKB,"Blackbaud, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$97706,sp_Rba9aFpG_finmb$97706
ZI,ZoomInfo Technologies Inc.,Software Application,Technology,sp_Rba9aFpG,finmb$656458081,sp_Rba9aFpG_finmb$656458081
BL,"BlackLine, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$46422711,sp_Rba9aFpG_finmb$46422711
YOU,"Clear Secure, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$717692078,sp_Rba9aFpG_finmb$717692078
ALKT,"Alkami Technology, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$106842888,sp_Rba9aFpG_finmb$106842888
BRZE,"Braze, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$232496287,sp_Rba9aFpG_finmb$232496287
INST,"Instructure Holdings, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$129936995,sp_Rba9aFpG_finmb$129936995
FROG,JFrog Ltd.,Software Application,Technology,sp_Rba9aFpG,finmb$212579473,sp_Rba9aFpG_finmb$212579473
AGYS,"Agilysys, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$297147,sp_Rba9aFpG_finmb$297147
AI,"C3.ai, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$24249083,sp_Rba9aFpG_finmb$24249083
RNG,"RingCentral, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$2398691,sp_Rba9aFpG_finmb$2398691
DV,"DoubleVerify Holdings, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$707993341,sp_Rba9aFpG_finmb$707993341
ASAN,"Asana, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$81838153,sp_Rba9aFpG_finmb$81838153
ALRM,"Alarm.com Holdings, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$302151977,sp_Rba9aFpG_finmb$302151977
PYCR,"Paycor HCM, Inc.",Software Application,Technology,sp_Rba9aFpG,finmb$141561,sp_Rba9aFpG_finmb$141561
PAR,PAR Technology Corporation,Software Application,Technology,sp_Rba9aFpG,finmb$294978,sp_Rba9aFpG_finmb$294978
GRND,Grindr Inc.,Software Application,Technology,sp_Rba9aFpG,finmb$244520896,sp_Rba9aFpG_finmb$244520896
